bucket,total,--,AE,AM,AO,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,BZ,CA,CH,CL,CM,CN,CO,CU,CW,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GA,GB,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KG,KH,KN,KR,KZ,LA,LT,LU,LV,MA,MD,MK,MM,MN,MO,MW,MX,MY,NC,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PT,PY,QA,RO,RU,RW,SA,SE,SG,SK,SZ,TH,TN,TR,TW,UA,US,UY,UZ,VE,VN,ZA,ZW
2024-03-26T13,137,3,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,3,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,3,0,0,1,0,0,0,3,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,2,3,1,0,0,22,0,0,7,0,0,4,0,34,0,0,0,1,0,0
2024-03-26T14,188,2,0,0,0,0,1,2,0,1,0,0,1,0,2,0,0,5,0,0,0,14,0,0,0,0,10,1,0,0,0,0,0,1,1,0,5,0,8,0,0,0,0,0,0,15,0,8,0,0,0,8,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,2,0,0,0,0,0,5,3,0,0,1,9,0,0,7,0,0,4,0,43,0,0,0,0,1,0
2024-03-26T15,200,1,0,0,0,0,1,2,0,1,0,0,1,0,2,0,0,6,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,1,0,0,6,0,15,0,0,4,0,1,0,11,0,4,1,1,0,8,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,1,0,2,0,0,0,3,1,0,0,0,12,0,0,9,0,0,6,0,59,0,0,0,0,0,0
2024-03-26T16,201,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,5,1,0,0,26,0,0,1,1,20,2,0,0,0,0,0,3,0,0,14,0,11,0,0,0,0,1,1,0,0,4,0,4,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,4,5,0,0,0,10,0,0,4,0,0,7,0,37,0,0,0,2,0,0
2024-03-26T17,243,2,0,0,0,0,1,2,0,0,0,0,1,0,2,0,0,4,1,0,0,21,0,0,1,3,25,0,0,0,0,0,0,6,0,0,30,0,9,0,0,0,0,2,1,0,0,2,0,4,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,2,0,0,1,5,6,0,0,4,7,0,0,7,0,1,4,0,37,0,0,0,1,0,0
2024-03-26T18,290,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,9,3,0,0,22,1,0,0,2,34,2,0,0,0,0,0,10,0,0,19,0,16,0,0,2,0,2,1,0,1,1,0,0,0,15,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,6,1,0,0,5,28,0,0,5,0,1,2,0,79,0,0,0,1,0,0
2024-03-26T19,275,2,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,10,3,1,0,23,1,0,0,0,31,1,0,0,0,0,0,4,0,0,8,0,18,0,0,2,0,2,1,8,0,2,0,1,0,10,16,0,1,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,1,0,0,0,1,2,0,0,6,5,0,0,0,9,0,0,4,0,1,2,0,65,0,0,0,1,0,0
2024-03-26T20,267,2,0,0,0,3,1,1,0,0,0,2,1,0,1,0,0,7,4,0,0,17,0,0,0,0,40,0,0,0,0,0,0,3,0,0,11,0,18,0,0,2,0,2,0,1,0,1,0,0,0,26,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,2,0,2,0,1,0,0,0,3,1,0,0,3,7,0,0,6,0,1,1,0,80,0,0,0,1,0,0
2024-03-26T21,210,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,5,4,0,0,15,0,0,0,0,19,0,0,0,0,0,0,4,0,0,7,0,19,0,0,1,0,1,0,0,0,0,0,0,0,26,13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,1,0,2,3,0,0,1,4,0,0,3,7,0,0,3,0,0,0,0,55,0,0,0,1,0,0
2024-03-26T22,169,0,0,0,0,0,0,1,0,0,0,1,2,0,5,0,0,8,2,0,0,11,0,0,0,0,14,0,0,0,0,0,0,2,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,1,3,0,0,3,6,0,0,3,0,0,0,2,57,0,0,0,0,0,0
2024-03-26T23,172,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,9,1,0,0,10,0,0,0,0,12,0,0,0,2,0,0,2,0,0,5,0,13,0,0,0,0,0,0,0,0,2,1,0,0,10,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,11,0,0,0,0,0,0,0,72,0,0,0,1,0,0
2024-03-27T00,138,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,2,0,0,7,0,0,0,0,7,0,0,1,2,0,0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,5,0,0,0,6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,11,0,0,2,0,0,0,0,61,0,0,0,1,0,0
2024-03-27T01,90,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,9,0,0,0,0,5,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,2,0,0,0,5,0,0,1,0,0,2,0,35,0,0,0,0,0,0
2024-03-27T02,68,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,0,28,0,0,0,0,1,0
2024-03-27T03,85,1,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,12,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,1,8,0,0,0,0,0,0,0,31,0,0,0,0,0,0
2024-03-27T04,98,1,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,5,1,0,0,15,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,10,1,0,0,0,0,1,0,32,0,0,0,1,0,0
2024-03-27T05,72,2,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,5,1,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,7,0,0,0,0,0,2,0,16,0,0,0,0,0,0
2024-03-27T06,96,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,29,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,6,0,0,0,0,2,3,0,31,0,0,0,0,0,0
2024-03-27T07,79,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,4,0,0,0,5,0,0,4,0,0,3,0,18,0,0,0,0,0,0
2024-03-27T08,86,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,2,2,0,0,17,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,3,1,0,0,0,7,0,0,4,0,0,2,0,22,0,0,0,0,0,0
2024-03-27T09,98,1,0,0,0,0,0,2,0,1,1,0,1,0,1,0,0,2,0,0,0,21,0,0,0,0,11,0,0,0,0,0,0,2,0,1,2,0,5,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,3,0,0,0,4,2,0,0,0,9,0,0,1,0,0,3,0,12,0,0,0,1,2,0
2024-03-27T10,94,1,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,4,0,0,0,8,0,0,0,0,17,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,7,0,0,1,0,0,3,0,19,0,0,0,1,0,0
2024-03-27T11,82,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,2,0,0,7,0,0,0,0,12,0,0,0,0,0,0,1,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,8,0,0,1,0,0,3,0,18,0,0,0,0,1,0
2024-03-27T12,96,2,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,3,3,0,0,6,0,0,0,0,12,1,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,1,2,0,0,13,0,0,3,0,0,3,0,20,0,0,0,0,0,0
2024-03-27T13,115,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,0,11,0,0,0,0,11,0,0,0,0,0,0,1,0,0,2,0,15,0,0,8,0,0,1,1,0,2,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,15,0,0,5,0,0,3,0,14,0,0,0,1,1,0
2024-03-27T14,111,2,0,0,0,0,0,2,0,1,0,1,1,0,1,0,0,3,1,0,0,10,0,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,12,0,0,4,0,0,1,0,0,0,0,0,0,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,3,2,0,0,1,6,0,0,7,0,0,6,0,19,0,0,0,1,1,0
2024-03-27T15,134,2,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,7,1,0,0,7,0,0,0,0,13,0,0,0,0,0,0,2,0,2,7,0,6,0,0,5,0,0,0,0,0,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,5,0,0,12,0,0,7,0,26,0,0,0,0,0,0
2024-03-27T16,155,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,5,0,0,0,6,0,0,0,0,27,0,0,0,0,0,0,7,0,0,16,0,4,0,0,3,0,0,0,1,0,0,0,0,0,21,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,0,1,5,0,0,11,0,0,10,0,21,0,0,0,0,0,0
2024-03-27T17,181,2,0,0,0,0,3,2,0,1,0,0,1,0,0,0,0,4,2,0,0,6,0,0,0,1,42,0,0,0,0,0,0,4,0,0,15,0,11,0,0,1,0,1,0,1,0,2,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,1,0,0,0,7,3,0,0,4,5,0,0,3,0,1,4,0,21,0,0,0,0,0,0
2024-03-27T18,208,0,0,0,0,0,2,1,0,1,0,3,1,1,2,0,0,5,3,0,0,12,0,0,0,0,42,0,0,0,0,0,0,6,0,0,10,0,12,0,0,1,0,1,0,0,0,1,0,1,0,27,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0,2,0,0,0,6,2,0,0,6,8,0,0,6,0,1,2,1,23,0,0,0,0,0,0
2024-03-27T19,246,1,0,0,0,0,0,1,0,1,1,3,2,1,2,0,0,1,2,0,0,10,0,0,0,1,39,0,0,0,0,0,0,9,0,1,18,0,27,0,0,1,0,1,1,0,0,1,0,0,0,22,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12,1,0,0,0,0,0,1,0,0,0,6,2,1,0,6,9,0,0,12,0,1,2,0,30,0,0,0,0,1,1
2024-03-27T20,256,2,0,0,0,0,0,1,0,1,4,2,1,0,0,0,0,3,1,0,0,10,0,0,0,0,26,0,0,0,0,0,0,5,0,0,14,0,25,0,0,0,0,1,1,0,0,4,0,0,0,25,16,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,1,0,0,0,0,1,1,1,1,0,4,1,0,0,4,11,0,0,4,0,1,2,1,65,0,0,0,0,0,1
2024-03-27T21,235,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4,4,0,0,7,0,0,0,0,19,0,0,0,0,0,0,3,0,0,8,0,17,0,0,1,0,0,1,0,0,2,0,0,0,22,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,9,1,0,1,0,0,1,1,3,1,0,4,0,0,0,3,9,1,0,7,0,0,0,2,84,0,0,0,0,0,0
2024-03-27T22,205,1,0,0,0,0,0,1,0,1,0,1,2,0,2,0,0,11,3,0,0,6,0,0,0,0,17,0,0,0,0,0,0,3,0,0,8,0,9,0,0,0,0,0,0,1,0,1,0,0,0,24,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,8,0,0,0,0,1,0,1,2,0,0,3,0,0,0,2,8,0,0,5,0,0,1,1,74,0,0,0,0,0,0
2024-03-27T23,132,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14,3,0,0,3,1,0,0,0,10,0,0,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,0,0,3,0,0,0,18,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,7,0,0,3,0,0,0,0,36,0,0,0,0,0,0
2024-03-28T00,126,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19,2,0,0,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,6,0,0,0,0,0,0,0,51,0,0,0,0,1,0
2024-03-28T01,115,3,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,3,0,1,0,7,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,68,0,0,0,0,0,0
2024-03-28T02,102,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,11,0,1,0,5,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,8,0,0,1,0,0,0,0,48,0,0,0,0,0,0
2024-03-28T03,79,1,0,0,0,1,0,2,0,0,1,0,1,0,3,0,0,9,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,7,0,0,1,0,0,1,0,24,0,0,0,1,0,0
2024-03-28T04,82,1,0,0,0,3,0,1,0,0,2,0,1,0,2,0,0,6,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,5,0,0,2,0,0,2,0,35,0,0,0,1,0,0
2024-03-28T05,54,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,5,0,0,1,0,0,1,0,18,0,0,0,0,0,0
2024-03-28T06,64,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,5,0,0,4,0,0,2,0,20,0,0,0,0,0,0
2024-03-28T07,81,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,1,0,0,2,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0,1,0,7,0,0,3,0,0,1,0,25,0,0,0,0,1,0
2024-03-28T08,90,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,7,0,0,0,1,9,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,0,2,0,0,1,0,30,0,0,0,0,0,0
2024-03-28T09,110,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,5,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,4,2,0,0,0,5,0,0,9,0,0,1,0,41,0,0,0,0,0,0
2024-03-28T10,85,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,1,0,0,6,0,8,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,1,0,0,2,5,1,0,3,0,0,1,0,22,0,0,0,0,0,0
2024-03-28T11,112,0,1,0,0,0,0,2,0,0,1,1,2,0,0,0,0,1,1,0,0,11,0,0,0,0,9,0,0,0,0,0,0,2,0,1,7,0,7,0,0,6,0,0,1,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5,2,0,0,1,7,0,0,3,0,0,5,0,20,0,0,0,0,0,0
2024-03-28T12,131,1,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,3,0,1,0,12,1,0,0,0,10,0,0,0,0,0,0,3,0,0,6,0,4,0,0,6,0,0,1,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,3,6,0,0,1,17,0,0,6,0,0,2,0,25,0,0,0,0,1,0
2024-03-28T13,142,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,4,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,7,0,0,7,0,0,0,0,0,1,0,0,0,6,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,2,0,0,5,3,0,0,0,12,0,0,14,0,0,4,0,27,0,0,0,0,0,0
2024-03-28T14,126,1,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,5,1,0,0,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,0,8,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,9,0,0,14,0,0,6,0,21,0,0,0,1,0,0
2024-03-28T15,146,1,0,0,0,1,1,9,0,0,0,0,1,0,1,0,0,5,2,0,0,15,0,0,0,0,21,0,0,0,0,0,0,1,0,1,11,0,6,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,7,0,0,12,0,0,5,0,19,0,0,0,0,1,0
2024-03-28T16,175,2,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,3,0,0,0,20,0,0,0,0,24,0,0,0,0,0,0,6,0,1,16,0,7,0,0,2,0,0,0,0,0,1,0,1,0,11,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,7,0,0,10,0,0,5,1,30,0,0,0,0,0,0
2024-03-28T17,196,1,1,0,0,1,1,1,0,0,0,1,1,0,2,0,0,6,1,0,0,18,0,0,0,0,22,0,0,0,0,0,0,5,0,0,24,0,14,0,0,2,0,0,0,0,0,1,0,1,0,18,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,1,0,0,0,0,0,3,0,0,0,2,1,0,0,0,8,0,0,8,0,3,4,0,28,0,0,0,1,0,0
2024-03-28T18,210,1,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,11,2,0,0,17,0,0,0,0,37,0,0,0,0,0,0,7,0,0,19,0,13,0,0,1,0,1,0,0,0,0,0,1,0,19,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0,0,0,0,0,1,0,0,0,6,2,0,0,0,7,0,0,9,0,0,3,0,27,0,0,0,0,0,0
2024-03-28T19,199,2,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,3,2,0,0,16,0,0,0,0,45,0,0,0,0,0,0,5,0,0,10,0,23,0,0,0,0,0,0,1,0,0,0,1,0,16,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,1,0,0,0,1,2,0,0,4,3,0,0,2,6,0,0,5,0,2,0,1,28,0,0,0,1,0,0
2024-03-28T20,211,0,0,0,0,3,0,1,0,0,0,3,1,0,0,1,0,7,2,0,0,16,0,0,0,0,27,0,0,0,0,0,0,7,0,0,17,0,22,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,1,0,0,0,2,0,0,0,3,1,0,0,3,6,0,0,7,0,1,0,1,41,0,0,0,0,1,0
2024-03-28T21,203,0,0,0,0,4,0,1,0,1,0,3,1,0,0,0,0,8,3,0,0,18,0,0,0,0,25,0,0,0,0,0,0,5,0,1,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,3,0,1,0,2,5,0,0,6,0,0,0,0,52,0,0,0,0,0,0
2024-03-28T22,154,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,0,10,3,0,0,9,0,0,0,1,19,0,0,0,1,0,0,2,0,0,8,0,20,0,0,0,0,0,0,0,0,3,0,0,0,15,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,2,3,0,0,2,6,0,0,6,1,0,0,0,26,0,0,0,1,0,0
2024-03-28T23,187,3,0,0,0,1,0,1,0,1,1,0,1,1,5,0,0,13,2,0,0,12,0,0,0,0,18,0,0,0,1,0,0,1,0,0,7,0,14,0,0,2,0,0,1,0,0,4,0,1,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,9,0,0,5,1,0,3,0,47,0,0,0,0,0,0
2024-03-29T00,130,1,0,0,0,2,0,1,0,1,1,0,1,0,2,0,0,9,1,0,1,7,0,0,0,0,10,0,0,0,0,0,0,1,0,1,3,0,8,0,0,2,0,0,1,0,0,0,0,0,0,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,2,0,0,1,0,48,0,0,0,0,0,0
2024-03-29T01,136,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,10,1,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,4,0,0,2,0,0,0,0,0,1,0,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,1,0,0,1,1,44,0,0,0,2,1,0
2024-03-29T02,125,3,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,8,0,0,0,8,0,1,0,0,5,0,0,0,0,0,0,1,0,0,1,0,4,0,0,5,0,0,0,0,0,1,0,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,3,0,0,0,0,40,0,0,0,3,1,0
2024-03-29T03,67,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,5,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,5,0,0,2,0,0,0,0,28,0,0,0,0,0,0
