bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BH,BO,BR,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GE,GH,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KE,KH,KR,KZ,LA,LT,LU,LV,LY,MA,MD,MK,MM,MN,MO,MT,MW,MX,MY,NC,NG,NL,NO,NZ,PE,PH,PK,PL,PT,RO,RS,RU,RW,SC,SE,SG,SI,SK,TH,TN,TR,TW,UA,US,UY,UZ,VE,VN,ZA
2024-03-05T16,154,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6,1,0,0,17,1,0,0,18,2,0,0,0,0,0,1,0,9,11,0,0,0,5,0,0,1,0,0,1,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,1,1,0,3,1,0,0,0,1,5,0,0,15,0,0,8,0,15,0,0,0,1,0
2024-03-05T17,180,1,0,0,0,1,1,0,0,0,0,1,2,0,0,0,2,1,0,0,27,1,0,0,28,0,0,0,0,0,0,4,0,12,10,0,0,0,2,0,0,1,0,0,1,0,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,1,0,2,0,1,0,0,3,5,0,0,11,0,1,6,1,23,0,0,0,0,0
2024-03-05T18,225,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,24,1,0,0,49,0,0,0,0,0,0,6,0,11,18,0,0,1,3,0,1,1,3,0,1,1,0,1,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,6,0,0,0,1,1,0,4,0,2,1,0,8,6,0,0,5,0,1,3,1,26,0,0,0,0,0
2024-03-05T19,213,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,6,3,0,0,23,0,0,0,40,0,0,0,0,0,0,7,0,10,22,0,0,1,1,0,0,0,0,0,1,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,21,1,0,0,0,1,4,1,1,0,4,0,0,3,5,0,0,9,0,0,2,1,26,0,0,0,0,0
2024-03-05T20,177,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,8,0,0,0,21,0,0,0,26,0,0,0,0,0,0,4,0,9,16,0,0,0,1,0,0,0,0,0,2,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,2,1,0,0,1,3,0,1,0,0,0,0,4,6,0,0,5,0,0,1,1,23,0,0,0,1,0
2024-03-05T21,209,3,0,0,0,1,18,0,0,0,0,2,0,0,0,2,11,2,0,0,19,0,0,0,33,0,0,0,0,0,0,3,0,12,16,0,0,0,2,0,0,0,0,0,1,0,0,0,27,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,1,0,0,0,2,0,0,4,6,0,0,3,0,1,1,0,23,0,0,0,0,0
2024-03-05T22,149,4,0,0,0,0,0,0,1,0,0,2,1,0,0,0,6,3,0,0,16,0,0,0,23,0,0,0,0,0,0,1,0,5,13,0,0,0,3,0,0,0,0,0,2,0,0,0,20,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,3,0,0,3,0,0,2,5,0,0,3,0,1,0,0,22,0,0,0,0,0
2024-03-05T23,118,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,2,0,0,12,0,0,0,14,0,0,0,0,0,0,1,0,3,18,0,0,1,1,0,0,0,0,0,1,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,5,0,0,5,0,0,1,0,24,0,0,0,0,0
2024-03-06T00,124,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,14,1,1,0,9,0,0,0,10,0,0,0,0,0,0,1,0,2,10,0,0,0,1,0,0,1,5,0,2,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,1,5,0,0,1,0,0,1,0,40,0,0,0,0,0
2024-03-06T01,172,1,0,0,0,0,2,0,1,0,0,0,1,0,0,3,15,0,0,0,8,0,0,0,10,0,0,0,2,0,0,1,0,2,8,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,87,0,0,0,0,0
2024-03-06T02,149,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,13,0,0,0,9,0,0,0,20,0,0,0,0,0,0,1,0,1,4,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,69,0,0,0,0,0
2024-03-06T03,101,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,10,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,0,0,1,0,0,0,0,48,0,0,0,0,0
2024-03-06T04,123,4,0,0,0,0,2,0,0,0,1,0,1,0,0,0,7,0,0,0,12,0,0,0,23,1,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,0,0,1,0,47,0,0,0,1,0
2024-03-06T05,87,2,2,0,0,0,1,0,0,0,1,0,2,0,0,1,3,0,0,0,14,0,0,0,7,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,1,0,0,35,0,0,0,0,1
2024-03-06T06,90,3,1,0,0,0,1,0,0,0,1,0,2,0,0,0,2,1,0,0,9,0,0,0,8,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,1,0,0,27,0,0,0,0,0
2024-03-06T07,76,3,0,0,0,0,2,0,0,0,1,0,2,0,0,0,2,0,0,0,9,0,0,0,9,0,0,0,0,0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,1,0,0,1,0,23,0,0,0,0,0
2024-03-06T08,69,1,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,0,6,0,0,1,0,0,0,0,21,0,0,0,0,0
2024-03-06T09,106,3,0,0,0,0,1,0,1,0,1,1,3,0,0,0,2,2,0,0,10,0,0,0,13,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,1,0,4,0,0,0,12,0,0,1,0,0,0,0,25,0,0,0,0,0
2024-03-06T10,110,2,0,0,1,0,1,0,0,0,1,1,2,0,0,0,2,0,0,0,16,0,0,0,12,0,0,0,0,0,0,1,0,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,1,0,4,0,1,0,0,1,5,0,0,5,0,0,1,0,26,0,0,0,0,0
2024-03-06T11,118,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,28,0,0,0,13,0,0,0,0,0,0,0,0,1,8,0,0,0,2,0,0,0,0,0,0,0,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,2,0,1,0,1,0,0,0,7,0,0,4,0,0,3,0,26,0,0,0,0,0
2024-03-06T12,111,2,0,0,0,0,1,0,1,0,1,0,3,0,0,1,0,1,0,0,20,0,0,0,9,0,0,0,0,0,0,1,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,9,0,17,0,0,0,0,0
2024-03-06T13,158,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,3,0,0,0,19,0,0,0,10,1,0,0,0,0,0,0,1,7,9,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,2,0,5,0,0,1,5,0,0,14,0,0,6,0,45,0,0,0,0,0
2024-03-06T14,165,2,0,0,0,1,1,0,0,0,1,3,2,0,0,2,1,1,0,0,16,0,0,0,20,0,0,0,0,0,0,1,0,7,13,0,0,0,3,0,1,0,0,0,1,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,2,0,3,0,2,0,0,1,12,0,0,14,0,0,5,0,35,0,0,0,0,0
2024-03-06T15,174,1,1,0,2,1,0,0,0,0,1,1,1,0,0,1,6,1,0,0,24,0,0,0,20,0,0,0,0,0,0,2,1,9,7,0,0,0,0,0,1,0,0,0,1,0,1,0,11,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,4,7,0,1,9,0,0,8,0,37,0,0,0,0,1
2024-03-06T16,171,1,0,0,0,3,1,0,0,0,1,0,1,0,0,0,3,0,1,0,9,1,0,0,28,0,0,0,0,0,0,2,0,14,5,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,2,0,0,0,1,0,1,0,0,1,11,0,0,15,0,0,4,0,41,0,0,0,0,0
2024-03-06T17,192,2,0,0,0,1,1,1,0,0,1,1,1,0,0,0,3,2,0,0,6,0,0,0,42,0,0,0,0,0,0,3,0,17,8,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,1,0,2,1,3,0,0,13,5,0,0,13,0,2,1,0,32,0,0,0,0,0
2024-03-06T18,180,2,0,0,0,1,1,0,0,0,1,2,1,0,0,0,2,1,0,0,16,0,0,0,37,0,0,0,0,0,0,6,1,8,12,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,1,0,3,1,4,2,4,0,0,2,9,0,0,7,0,1,0,0,29,0,0,0,0,0
2024-03-06T19,191,1,0,0,3,0,1,0,0,0,1,4,1,0,0,0,3,2,0,0,9,0,0,0,37,0,0,0,0,0,0,4,0,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17,1,0,0,1,0,1,1,3,0,1,0,0,4,12,0,0,9,0,2,0,0,31,0,0,0,0,1
2024-03-06T20,194,1,0,0,0,0,1,0,1,0,1,2,1,0,0,0,5,4,0,0,12,1,0,0,22,0,0,0,0,0,0,4,0,11,21,0,0,0,2,0,0,0,1,0,1,0,0,0,17,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1,0,0,0,0,0,1,0,0,3,10,0,0,6,0,1,1,0,41,0,0,0,0,0
2024-03-06T21,199,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,6,2,0,0,12,0,0,0,18,0,0,0,0,0,0,2,0,12,18,0,0,0,1,0,0,1,7,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,1,0,2,0,2,0,2,0,0,1,7,0,0,6,0,2,1,0,58,0,0,0,0,0
2024-03-06T22,133,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,7,2,0,0,17,0,0,0,15,0,0,1,0,0,0,3,0,7,14,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,1,6,0,0,4,0,3,1,0,26,0,0,0,0,0
2024-03-06T23,161,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,8,1,0,0,20,0,0,0,10,0,0,0,0,0,0,3,0,5,13,0,0,0,0,0,0,1,0,0,2,0,0,0,9,0,11,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,1,0,2,0,0,58,0,0,0,0,0
2024-03-07T00,127,3,0,0,0,0,3,0,0,0,1,0,0,0,0,2,9,1,0,0,19,0,0,0,7,0,0,0,0,0,0,2,0,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1,1,0,0,2,0,0,0,6,0,1,0,0,1,1,0,41,0,0,0,0,0
2024-03-07T01,106,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14,0,0,0,19,0,0,0,5,0,0,1,0,0,0,1,0,2,5,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,38,0,0,0,0,0
2024-03-07T02,111,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13,0,0,0,18,0,0,0,6,0,0,0,0,0,0,2,0,2,6,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,1,1,0,41,0,0,0,0,0
2024-03-07T03,110,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,11,1,0,0,16,0,0,0,5,0,0,0,0,0,0,1,0,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,0,0,2,0,1,2,0,48,0,0,0,0,0
2024-03-07T04,94,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,15,0,0,0,4,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,5,0,0,3,0,1,1,0,42,0,0,0,2,0
2024-03-07T05,93,3,0,0,0,0,1,0,0,0,1,0,1,0,0,1,4,0,0,0,18,0,0,0,5,0,0,0,0,0,0,1,0,1,5,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,5,0,0,2,0,0,1,0,28,0,0,0,0,0
2024-03-07T06,82,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,0,0,0,14,0,0,0,5,0,0,0,0,0,0,1,0,3,5,0,0,0,3,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,1,0,20,0,0,0,0,0
2024-03-07T07,83,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,15,0,0,0,6,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,5,0,0,7,0,0,2,0,25,0,0,0,0,0
2024-03-07T08,92,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,0,0,0,13,0,0,0,9,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,2,1,1,0,3,0,0,0,6,0,0,4,0,0,1,0,22,0,0,0,0,0
2024-03-07T09,98,2,0,0,0,0,3,0,0,0,0,0,1,0,0,2,4,0,0,0,15,0,0,0,10,0,0,0,0,1,0,1,0,4,8,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,3,0,2,0,0,0,0,1,6,0,1,2,0,0,0,0,14,0,0,0,0,0
2024-03-07T10,94,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,11,0,0,0,9,0,0,0,0,1,0,3,1,1,5,0,0,0,3,0,0,0,0,1,0,0,0,0,6,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,5,0,0,0,0,1,5,0,0,5,0,0,0,0,16,0,0,0,0,0
2024-03-07T11,101,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,1,0,0,13,0,0,0,9,0,0,0,0,1,0,2,0,2,4,0,0,0,7,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,3,0,1,0,3,0,0,2,6,0,0,4,0,0,1,0,21,0,0,0,0,0
2024-03-07T12,104,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,9,0,0,0,8,0,0,0,0,0,0,2,0,3,7,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,3,0,2,0,2,0,0,0,12,0,1,7,0,0,5,0,21,0,0,0,0,0
2024-03-07T13,101,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,2,0,2,0,0,0,7,0,0,15,0,0,7,0,22,0,0,0,0,0
2024-03-07T14,113,4,1,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,7,0,0,0,17,0,0,0,0,0,0,1,0,3,9,0,0,0,3,0,1,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,2,0,0,1,5,0,0,15,0,0,5,0,18,0,0,0,0,0
2024-03-07T15,125,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,5,0,0,0,8,0,0,0,14,0,0,0,0,0,0,2,2,7,8,0,0,0,1,0,1,2,0,0,1,0,0,0,8,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,2,0,4,0,0,1,5,0,0,19,0,1,2,0,17,0,0,0,0,0
2024-03-07T16,139,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,3,2,0,0,7,0,0,0,14,0,0,0,0,0,0,4,0,13,12,0,0,1,2,0,1,2,1,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,2,0,2,0,0,2,5,0,0,15,0,0,2,0,21,0,0,0,0,0
2024-03-07T17,155,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,1,0,0,6,0,0,0,25,0,0,0,0,0,0,6,0,17,10,0,0,1,1,0,1,0,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,2,0,2,0,2,0,0,4,6,0,0,9,0,0,1,0,17,0,0,0,1,0
2024-03-07T18,159,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,5,2,0,0,11,0,0,0,29,1,0,0,0,0,0,5,0,11,15,0,0,1,2,0,1,0,0,0,1,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,3,0,1,0,4,0,0,6,5,0,0,8,0,0,1,1,21,0,0,1,0,0
2024-03-07T19,208,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,8,1,0,0,9,0,0,0,39,0,0,0,0,0,0,4,0,7,18,0,0,1,2,0,0,0,22,0,0,0,0,0,10,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,1,3,1,1,0,3,0,0,7,5,0,0,9,0,0,1,1,28,0,0,1,0,0
2024-03-07T20,166,1,1,0,0,0,1,0,0,0,0,3,0,0,0,1,4,2,0,0,4,0,0,0,21,1,0,0,0,0,0,5,0,13,19,0,0,1,3,0,0,0,0,0,1,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,0,0,1,1,3,0,4,0,0,4,6,0,0,9,0,0,1,0,25,0,0,0,0,0
2024-03-07T21,156,5,0,0,0,0,1,0,0,0,0,2,1,0,0,2,5,1,0,0,12,0,0,0,19,0,0,0,0,0,0,1,0,14,16,0,0,0,2,0,0,0,0,0,0,0,0,0,18,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,2,1,0,0,0,3,2,0,0,1,0,0,2,6,0,0,9,0,0,0,0,18,0,0,0,0,0
2024-03-07T22,132,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1,7,1,0,0,10,0,1,0,12,1,0,0,0,0,0,1,0,7,13,0,0,0,1,0,0,1,0,0,1,0,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,1,2,0,2,0,0,0,6,0,0,7,0,0,1,0,22,0,0,0,0,0
2024-03-07T23,120,3,1,0,0,0,1,0,0,0,0,0,0,0,0,3,8,1,0,0,9,0,0,0,10,0,0,0,0,0,0,1,0,3,7,0,0,0,2,0,0,1,0,0,2,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,2,0,0,3,0,0,0,5,0,0,3,0,0,0,0,32,0,0,0,0,0
2024-03-08T00,118,1,0,0,0,0,3,0,0,0,0,0,1,0,0,2,12,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,2,6,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,1,6,0,0,2,0,1,1,0,42,0,0,0,0,0
2024-03-08T01,120,5,0,0,0,0,2,0,0,0,0,0,0,0,0,2,9,0,0,0,10,1,0,0,6,0,0,1,0,0,2,1,0,2,8,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,3,0,0,1,7,0,0,0,0,0,0,0,38,0,0,0,0,0
2024-03-08T02,103,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0,9,1,0,0,6,0,0,0,0,0,2,0,0,1,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,0,2,0,0,0,0,45,0,0,0,0,1
2024-03-08T03,98,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,10,2,0,0,3,0,0,0,0,0,2,1,0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1,6,0,0,2,0,0,0,0,47,0,0,0,0,1
2024-03-08T04,81,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,2,0,0,12,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,5,0,0,1,0,0,0,1,33,0,0,0,0,1
2024-03-08T05,90,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,1,0,15,0,0,0,6,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,7,0,0,3,0,0,4,0,25,0,0,0,0,0
2024-03-08T06,96,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,7,0,0,0,11,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,8,0,0,1,0,25,0,0,0,1,0
2024-03-08T07,87,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,7,0,1,0,0,20,0,0,0,1,0
2024-03-08T08,95,3,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,0,5,0,0,0,0,0,0,1,0,2,2,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,6,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,1,0,0,0,5,0,0,8,0,0,1,0,23,0,0,0,0,0
