bucket,total,--,AE,AR,AT,AU,BA,BB,BD,BE,BG,BH,BO,BR,BW,BY,CA,CH,CI,CL,CM,CN,CO,CR,CW,CY,CZ,DE,DK,DO,DZ,EC,EE,ES,ET,FI,FR,GB,GQ,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KG,KH,KR,KW,KZ,LA,LB,LT,LU,LV,MA,MD,MK,MM,MO,MU,MV,MX,MY,NC,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PM,PT,PY,RO,RS,RU,RW,SC,SD,SE,SG,SI,SY,TH,TL,TR,TW,UA,US,UY,UZ,VI,VN,ZA,ZM
2024-01-09T11,92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,1,0,0,3,7,0,0,2,0,0,0,1,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,8,1,0,1,0,0,0,1,0,0,0,2,0,2,1,1,0,0,5,0,0,5,0,1,6,0,14,0,0,0,0,0,0
2024-01-09T12,98,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,4,0,0,6,7,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,5,0,0,18,0,0,4,0,11,0,0,0,0,1,0
2024-01-09T13,98,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,5,0,0,2,0,0,0,2,0,0,1,0,1,2,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,3,1,0,1,0,1,0,1,0,0,0,3,0,2,0,0,0,1,5,0,0,11,0,0,8,0,14,0,0,0,0,0,0
2024-01-09T14,124,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,6,0,0,0,0,0,15,1,0,0,0,0,1,0,0,5,7,0,0,3,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,2,0,0,0,2,0,1,0,0,0,3,0,2,0,0,0,2,6,0,0,14,0,0,10,1,20,0,0,0,1,0,0
2024-01-09T15,129,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,17,0,0,0,0,0,4,0,0,7,5,0,0,3,0,1,0,1,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,0,3,0,0,0,0,0,3,0,4,0,0,0,1,6,0,0,17,0,0,4,1,21,0,0,0,1,0,0
2024-01-09T16,141,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,7,0,0,0,0,0,23,1,0,0,0,0,6,0,0,9,7,0,0,3,0,0,0,0,0,0,1,0,0,10,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,2,0,2,0,1,0,3,0,2,0,0,0,0,6,0,0,16,0,0,1,0,21,0,0,0,0,0,0
2024-01-09T17,168,1,0,1,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,4,0,0,0,0,0,33,0,0,0,0,0,3,0,0,11,8,0,0,3,0,0,0,0,0,0,1,0,1,17,0,2,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,1,0,2,0,2,0,0,0,2,0,1,0,0,0,1,6,0,0,18,0,0,1,0,28,0,0,0,0,1,0
2024-01-09T18,186,1,0,2,1,0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,0,11,0,0,0,0,0,48,0,0,0,0,0,3,0,0,9,14,0,0,1,0,0,0,0,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,2,7,0,0,17,0,1,0,0,29,0,0,0,1,0,0
2024-01-09T19,185,0,0,0,2,0,1,0,0,3,0,0,0,1,0,0,5,3,0,0,0,9,0,0,0,0,0,40,0,0,0,0,0,5,0,0,6,17,0,0,1,0,0,2,0,0,1,1,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,1,6,0,0,13,0,5,0,0,25,0,0,0,0,0,0
2024-01-09T20,172,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,4,0,0,0,8,0,0,0,0,0,32,0,0,0,0,0,0,0,0,14,17,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,1,11,0,0,8,0,3,2,0,33,0,0,0,0,0,0
2024-01-09T21,161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,32,0,0,0,0,0,0,0,0,11,8,0,0,2,0,0,0,0,0,0,2,0,0,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1,0,0,0,0,1,0,0,1,0,2,0,2,1,0,0,3,6,0,0,8,0,4,1,0,21,0,0,0,0,0,0
2024-01-09T22,158,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,9,0,0,2,0,20,0,0,0,0,0,24,0,0,0,0,0,2,1,0,7,6,0,0,2,0,0,0,2,0,0,1,1,0,19,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,1,5,0,0,4,0,2,0,0,28,0,0,0,0,0,0
2024-01-09T23,141,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,9,2,0,0,1,19,0,0,0,0,0,19,0,0,0,0,0,1,1,0,5,6,0,0,2,0,0,0,2,0,0,0,0,0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,2,0,1,0,2,0,0,0,0,5,0,0,2,0,1,0,0,34,0,0,0,0,0,0
2024-01-10T00,130,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19,1,0,1,0,15,0,0,0,0,0,12,0,0,0,0,0,1,0,1,4,9,0,0,1,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,38,0,0,0,1,0,0
2024-01-10T01,97,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,8,0,1,0,0,16,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,35,0,0,0,0,0,0
2024-01-10T02,94,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,10,0,0,0,0,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,5,0,0,1,0,0,0,0,32,0,0,0,0,0,0
2024-01-10T03,128,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,11,0,0,0,0,20,0,0,0,0,0,15,1,0,0,0,0,0,0,0,3,5,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,1,9,0,0,1,0,0,0,0,44,0,0,0,0,0,0
2024-01-10T04,82,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,1,3,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,1,0,0,31,0,0,0,0,0,0
2024-01-10T05,80,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,6,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,5,0,0,1,0,0,1,0,22,0,0,0,0,0,0
2024-01-10T06,88,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,3,0,0,0,4,0,1,0,0,0,0,5,0,0,3,0,0,1,0,33,0,0,0,0,1,0
2024-01-10T07,89,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,6,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,7,0,0,3,0,0,3,0,20,0,0,0,0,1,0
2024-01-10T08,93,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,1,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,1,4,2,0,0,0,9,0,0,4,0,0,3,0,18,0,0,0,0,0,0
2024-01-10T09,95,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,2,0,0,0,9,0,0,0,0,0,16,0,0,0,0,0,1,0,0,3,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,6,1,2,0,0,0,1,5,0,0,3,0,0,3,0,16,0,0,0,0,0,0
2024-01-10T10,105,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,0,0,1,4,5,0,0,2,0,0,0,1,0,1,1,0,0,5,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,1,5,0,1,0,5,0,2,0,0,0,0,5,0,0,3,0,0,1,0,21,0,0,0,1,0,0
2024-01-10T11,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,1,0,0,5,4,0,0,0,0,0,0,1,0,0,2,1,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,5,0,1,0,0,0,1,8,0,0,6,0,0,4,0,19,0,0,0,0,0,0
2024-01-10T12,112,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,5,0,0,7,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,2,0,0,0,0,0,2,0,4,1,0,0,1,13,0,0,15,0,0,4,0,18,0,0,0,0,0,0
2024-01-10T13,124,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,13,0,0,0,0,0,11,1,0,0,0,0,2,0,0,7,9,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,1,7,0,0,27,0,0,2,0,20,0,0,0,0,0,0
2024-01-10T14,133,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,1,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0,3,0,1,8,4,0,0,4,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,2,0,1,0,1,0,2,0,1,0,0,0,1,7,0,0,9,0,1,3,0,28,0,0,0,0,0,0
2024-01-10T15,121,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,8,0,0,0,0,0,13,0,0,0,0,0,1,0,0,6,5,0,0,2,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,0,1,0,0,0,4,0,5,0,0,0,1,6,0,0,20,0,1,4,0,19,0,0,0,0,0,0
2024-01-10T16,150,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,7,0,0,0,0,0,29,0,0,0,0,0,2,0,0,13,8,0,0,1,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,1,0,3,0,0,0,1,0,4,0,2,0,0,0,0,5,0,0,21,0,0,5,0,19,0,0,0,0,0,0
2024-01-10T17,151,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,3,0,0,0,0,0,41,0,0,0,0,0,4,0,0,14,6,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,0,5,0,0,14,0,0,1,0,23,0,0,0,0,0,0
2024-01-10T18,166,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,0,6,0,0,0,0,0,34,0,0,0,0,0,5,0,0,8,15,0,0,1,0,0,0,1,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,2,1,0,1,0,0,2,0,2,0,4,0,0,0,3,7,0,0,12,0,0,0,1,22,0,0,0,0,0,0
2024-01-10T19,167,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,6,0,0,0,5,0,0,0,0,0,37,0,0,0,0,0,6,0,0,6,20,0,0,4,0,0,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,6,7,0,0,7,0,1,1,0,21,0,0,0,0,0,0
2024-01-10T20,165,2,0,0,1,0,1,0,0,1,1,0,0,2,0,0,2,3,0,0,0,6,0,0,0,0,0,28,0,0,0,0,0,5,0,0,9,22,0,0,2,0,0,0,1,0,0,0,0,0,6,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,1,0,1,4,0,0,0,4,0,0,0,0,0,3,7,0,0,7,0,1,0,0,21,0,0,0,0,1,0
2024-01-10T21,152,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,2,0,1,0,3,0,0,0,0,0,34,0,0,0,0,0,2,0,1,9,13,0,0,2,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,0,0,1,0,2,0,2,1,1,0,0,0,3,5,0,0,7,0,1,1,0,25,0,0,0,0,0,0
2024-01-10T22,132,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,9,0,0,0,0,0,17,0,0,0,0,0,4,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,2,0,1,1,3,1,0,0,2,5,0,0,2,0,0,0,0,31,0,0,0,0,0,0
2024-01-10T23,111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,5,0,0,3,15,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,1,0,0,0,0,34,0,0,0,0,0,0
2024-01-11T00,115,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,2,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,3,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,41,0,0,0,0,1,0
2024-01-11T01,157,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,1,0,0,0,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,1,1,3,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,7,0,0,2,0,1,0,0,79,0,0,0,0,0,0
2024-01-11T02,98,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,44,0,0,0,1,0,0
2024-01-11T03,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,1,0,0,1,0,42,0,0,0,0,0,0
2024-01-11T04,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,0,7,0,0,2,0,1,0,0,40,0,0,0,0,0,0
2024-01-11T05,82,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,7,0,0,2,0,1,0,0,28,0,0,0,0,0,0
2024-01-11T06,114,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,0,4,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,5,0,0,4,0,0,0,0,7,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,7,0,0,3,0,0,0,0,52,0,0,0,0,0,0
2024-01-11T07,82,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,2,0,0,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,2,0,0,0,0,24,0,0,0,1,0,0
2024-01-11T08,90,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,4,0,0,4,4,0,0,2,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2,0,0,0,2,0,2,0,0,0,1,0,3,0,0,0,0,7,0,0,2,0,0,1,0,20,0,0,0,1,0,0
2024-01-11T09,101,4,0,0,1,1,0,0,0,0,1,0,0,2,0,0,2,2,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,6,0,0,2,0,0,0,2,0,0,0,1,0,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,1,1,0,3,0,0,0,3,0,1,0,0,0,0,5,0,0,2,0,0,1,1,23,0,0,0,0,0,0
2024-01-11T10,117,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,10,0,0,0,0,0,8,1,0,0,0,0,1,0,0,4,6,0,0,3,0,0,0,1,0,0,10,1,1,6,0,3,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,4,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1,5,0,0,3,0,1,2,1,20,0,0,0,0,0,0
2024-01-11T11,133,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,8,0,0,0,0,0,10,1,0,1,0,0,1,0,0,2,6,0,0,21,0,0,0,1,8,0,1,1,0,4,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,1,0,0,0,3,0,1,0,0,0,0,14,0,0,5,0,0,1,0,23,0,0,0,0,1,0
2024-01-11T12,131,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,8,0,0,0,0,0,8,1,0,0,0,0,0,0,0,6,7,0,0,28,0,0,0,0,0,1,0,0,0,2,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,17,0,0,10,0,0,2,1,18,0,0,0,0,0,0
2024-01-11T13,128,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,8,0,0,0,0,0,11,2,0,0,0,0,2,0,0,9,8,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,1,0,0,0,0,0,2,0,3,0,1,0,0,10,0,0,16,0,0,5,0,16,0,0,0,0,0,0
2024-01-11T14,140,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,10,0,0,0,0,0,11,2,0,0,0,0,1,0,0,4,7,0,0,2,0,0,0,0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,7,0,0,18,0,0,6,0,42,0,0,0,2,0,0
2024-01-11T15,138,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,1,0,0,11,9,0,0,1,0,0,0,1,1,0,1,0,1,8,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,13,0,0,19,0,1,2,0,27,0,0,0,0,0,0
2024-01-11T16,173,2,1,0,2,0,0,0,0,1,0,0,0,1,0,0,5,3,0,1,0,5,0,0,0,0,0,17,0,0,0,0,0,3,0,0,14,13,0,0,0,0,0,0,3,0,0,0,0,0,9,0,9,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,1,0,0,0,3,0,0,0,2,0,2,1,0,0,3,5,0,0,23,0,0,3,0,29,0,0,0,0,0,0
2024-01-11T17,194,3,0,0,5,0,0,1,0,3,1,0,0,0,0,0,5,2,0,1,0,2,0,0,0,0,0,36,0,0,0,0,0,3,0,0,21,9,0,0,0,0,0,0,1,0,0,0,0,0,15,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,9,7,0,0,19,0,1,2,0,32,0,0,0,0,0,0
2024-01-11T18,179,2,0,0,2,0,0,1,0,2,0,0,0,3,0,0,4,1,0,0,0,4,0,0,0,0,0,41,0,0,0,0,0,3,0,0,14,22,0,0,2,0,0,1,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,1,0,0,0,1,0,1,0,3,0,3,0,0,0,1,6,0,0,10,0,1,0,0,28,0,0,0,0,0,0
2024-01-11T19,214,1,0,0,0,1,1,0,0,2,0,0,0,2,0,0,9,2,0,2,0,5,0,0,0,0,0,47,1,0,0,0,0,3,0,0,8,34,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,3,0,1,0,1,0,2,0,0,0,4,5,0,0,9,0,1,0,0,49,0,0,0,0,0,0
2024-01-11T20,181,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,2,0,0,0,7,0,0,0,0,0,28,0,0,0,0,0,7,0,0,17,23,0,0,1,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,4,0,0,0,0,0,2,1,0,0,4,5,0,0,2,0,1,0,1,30,0,0,0,0,0,0
2024-01-11T21,166,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,12,0,0,0,0,8,0,0,0,0,0,25,0,0,0,0,0,1,0,0,9,16,0,0,0,0,0,0,0,9,0,1,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2,6,0,0,7,0,1,1,0,27,0,0,0,1,0,0
2024-01-11T22,150,2,0,2,0,1,0,0,0,0,0,0,0,2,0,0,13,2,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,1,0,0,10,17,0,0,1,0,0,0,1,0,0,1,0,0,16,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,0,2,5,0,0,4,0,0,0,0,28,0,0,0,1,0,0
2024-01-11T23,153,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,14,2,0,0,0,10,1,0,0,0,0,10,0,0,0,0,0,2,0,0,3,12,0,0,3,0,0,0,1,0,0,2,0,0,15,0,8,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,14,0,0,2,0,1,0,0,33,0,0,0,0,0,0
