bucket,total,--,AE,AM,AR,AT,AU,BA,BD,BE,BG,BH,BI,BO,BR,BY,BZ,CA,CH,CL,CM,CN,CO,CR,CW,CZ,DE,DK,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KG,KH,KN,KR,KZ,LA,LK,LT,LV,MA,MD,MK,MM,MN,MO,MX,MY,MZ,NC,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PR,PT,PY,RO,RU,RW,SA,SE,SG,SK,SV,SY,SZ,TH,TN,TR,TW,UA,UG,US,VE,VN,ZA,ZM
2024-03-19T12,114,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,3,0,0,1,1,3,0,0,0,5,0,0,0,0,10,0,0,3,0,0,44,0,1,0,0
2024-03-19T13,95,4,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,4,4,0,0,2,0,0,0,1,0,0,3,0,0,0,4,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,2,0,0,0,2,2,0,1,2,5,0,0,0,0,8,0,0,2,0,0,16,0,0,0,0
2024-03-19T14,117,3,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,3,0,0,0,3,3,1,1,0,5,0,0,0,0,12,0,0,7,0,0,17,0,0,0,0
2024-03-19T15,127,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,11,0,0,0,0,17,0,0,0,0,0,1,0,0,5,8,0,0,3,0,0,0,0,0,2,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,1,1,0,0,1,2,0,0,3,5,0,0,0,0,11,0,0,5,0,0,20,0,0,0,0
2024-03-19T16,144,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,0,0,0,10,0,0,0,0,26,0,0,0,0,0,3,0,0,8,5,0,0,0,0,0,1,0,0,0,1,1,0,0,12,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,3,0,0,0,5,0,0,0,2,6,0,0,0,0,10,0,0,3,0,0,23,0,0,0,0
2024-03-19T17,161,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,37,0,1,0,0,0,4,0,0,12,6,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,2,0,1,0,1,4,0,0,6,5,0,0,0,0,6,0,4,1,2,0,26,0,0,0,0
2024-03-19T18,155,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,2,0,0,4,0,0,0,0,38,0,0,0,0,0,4,0,0,8,16,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,2,1,0,0,3,5,0,0,0,0,9,0,3,1,1,0,18,0,0,0,0
2024-03-19T19,186,5,0,0,1,1,1,0,0,3,0,0,0,0,2,0,0,3,3,0,0,3,1,0,0,0,34,0,0,0,0,0,1,0,0,13,25,0,0,1,0,0,1,0,1,2,0,0,0,0,10,0,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,1,7,0,0,2,6,0,0,0,0,7,0,2,0,0,0,23,0,0,0,0
2024-03-19T20,181,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,4,1,0,0,7,1,0,0,0,28,0,0,0,0,0,3,0,1,11,14,1,0,0,0,0,1,0,0,1,2,0,0,0,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,2,0,0,0,3,5,0,1,2,8,0,0,0,0,6,0,1,1,1,0,26,0,1,0,0
2024-03-19T21,153,2,0,0,0,0,2,1,0,2,0,0,0,0,1,0,0,7,0,0,0,6,1,0,0,0,14,0,0,0,0,0,2,0,0,7,13,0,0,0,0,0,0,1,0,1,3,0,1,0,17,0,9,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,2,0,1,2,0,1,2,10,0,0,0,0,3,0,3,0,0,0,20,0,2,0,0
2024-03-19T22,231,7,0,1,0,1,1,0,1,3,0,0,1,0,6,0,0,8,1,1,0,5,0,0,0,0,30,0,0,0,0,0,1,0,1,8,15,0,0,4,0,0,0,3,0,0,13,0,1,0,16,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,1,1,0,0,0,0,1,0,2,0,1,4,0,0,2,15,1,0,0,0,5,0,0,1,0,0,48,1,1,0,0
2024-03-19T23,215,6,0,1,1,1,3,0,0,1,0,0,1,0,0,0,0,14,1,1,0,8,0,0,0,0,19,0,0,2,0,0,2,0,0,6,12,0,0,2,0,1,0,2,0,0,7,0,0,0,10,0,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,1,0,0,0,0,0,2,0,1,0,1,6,0,0,4,14,1,0,0,0,4,0,0,0,0,0,61,1,1,0,0
2024-03-20T00,110,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,1,1,0,4,0,0,0,0,5,0,0,0,0,0,1,0,0,5,7,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,1,3,0,0,1,7,0,0,0,0,3,0,0,0,0,0,31,0,1,0,0
2024-03-20T01,98,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,0,8,0,0,0,0,6,0,0,0,0,0,1,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,39,0,1,0,0
2024-03-20T02,78,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,7,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,37,0,0,0,0
2024-03-20T03,92,4,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,7,0,0,0,0,0,0,0,1,0,0,34,0,0,0,0
2024-03-20T04,71,2,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,5,0,0,0,6,1,0,0,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,7,0,0,0,0,1,0,0,2,0,0,22,0,0,0,0
2024-03-20T05,88,2,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,5,0,0,0,7,1,0,0,0,7,0,0,0,0,0,0,0,0,5,5,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,7,0,0,0,0,2,0,0,3,0,0,17,0,0,0,0
2024-03-20T06,98,2,1,0,0,0,1,1,1,0,0,0,0,0,3,0,0,5,1,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,0,3,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,10,0,0,0,1,2,0,0,4,0,0,24,0,0,0,0
2024-03-20T07,67,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,6,0,0,0,1,2,0,0,1,0,0,19,0,0,0,0
2024-03-20T08,67,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,12,0,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,2,5,0,0,0,1,0,0,0,3,0,0,17,0,0,0,0
2024-03-20T09,93,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,3,3,0,0,3,9,0,0,0,1,0,0,0,4,1,0,19,0,0,0,0
2024-03-20T10,87,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,2,0,0,14,0,0,0,0,13,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,2,0,0,2,5,0,0,0,1,1,0,0,0,0,0,16,0,0,0,0
2024-03-20T11,85,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,2,0,0,13,0,0,0,0,7,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,2,1,0,3,6,0,0,0,1,1,0,0,5,0,0,19,0,0,0,0
2024-03-20T12,96,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1,0,0,0,13,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,1,0,0,0,3,2,0,0,3,13,0,0,0,1,3,0,0,3,0,0,16,0,0,0,0
2024-03-20T13,131,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,1,0,0,0,10,0,0,0,0,0,2,0,0,5,12,0,0,6,0,0,0,1,0,0,1,0,0,0,4,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0,2,1,0,0,1,6,0,0,0,1,11,0,0,4,0,0,22,0,2,0,0
2024-03-20T14,143,4,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,13,0,0,0,0,15,0,0,0,0,0,0,0,0,9,9,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,2,0,0,0,1,2,0,0,2,6,0,0,0,1,17,0,1,3,0,0,30,0,1,0,0
2024-03-20T15,156,3,0,0,2,0,1,0,0,1,1,0,0,1,2,1,0,5,1,0,0,14,0,0,0,0,14,0,0,0,0,0,3,0,0,5,7,0,0,2,0,0,2,0,1,0,3,0,0,0,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,2,0,0,0,2,1,0,0,2,7,0,0,0,1,18,0,1,6,0,0,18,0,0,0,0
2024-03-20T16,145,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,6,0,0,0,0,22,0,0,0,0,0,6,0,0,11,5,0,0,1,0,0,1,0,0,0,0,0,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,1,0,0,0,4,4,0,0,2,6,0,0,0,1,12,0,1,4,0,0,21,0,0,0,0
2024-03-20T17,157,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,21,0,0,0,1,0,6,0,0,16,13,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,2,2,0,0,7,9,0,0,0,1,8,0,1,1,0,0,20,0,0,2,0
2024-03-20T18,232,6,0,1,0,2,1,0,0,1,1,0,1,1,2,0,0,6,1,1,0,7,0,0,0,0,32,0,0,0,0,0,3,0,0,11,15,0,0,3,0,0,1,1,2,0,11,0,0,0,12,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,1,0,0,0,0,1,0,0,0,4,4,0,0,5,11,0,0,0,1,5,0,1,1,2,0,42,1,0,2,0
2024-03-20T19,198,3,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,3,1,0,0,7,0,0,0,0,52,0,1,0,1,0,2,0,0,13,16,0,0,1,0,0,1,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,4,0,1,0,0,0,1,0,0,0,3,4,0,0,4,9,0,0,0,1,6,0,1,0,0,0,21,0,0,1,0
2024-03-20T20,189,1,0,0,1,1,1,0,0,1,1,0,0,0,2,0,0,3,2,0,0,9,0,0,0,1,27,0,0,0,1,0,1,0,0,9,16,0,0,1,0,0,0,0,9,0,0,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,2,4,0,0,5,11,0,0,0,1,9,0,1,0,0,0,29,0,0,1,0
2024-03-20T21,180,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,2,1,0,6,0,0,0,1,26,0,0,0,1,0,1,0,0,7,10,0,0,0,0,0,0,0,24,0,0,0,0,0,19,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,2,0,0,0,0,0,1,0,1,0,3,1,0,0,1,6,0,0,0,1,5,0,1,0,0,0,31,0,0,2,0
2024-03-20T22,143,2,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,5,1,1,0,6,0,0,0,0,13,0,0,0,0,0,2,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,1,0,0,1,0,2,0,2,1,0,0,2,6,0,0,0,1,6,0,0,0,0,0,48,0,0,1,0
2024-03-20T23,138,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,3,0,0,9,0,0,0,0,9,0,0,0,0,0,2,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,7,0,0,0,1,4,0,0,0,0,0,52,0,0,0,0
2024-03-21T00,115,4,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,18,1,1,0,3,0,0,0,0,5,0,0,0,0,0,2,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,2,0,0,1,5,0,0,0,1,2,0,0,0,0,0,32,0,0,0,0
2024-03-21T01,77,1,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,9,1,0,0,7,3,0,0,0,4,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,5,0,0,0,1,2,0,0,0,0,0,22,0,0,0,0
2024-03-21T02,105,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,10,3,0,0,3,2,0,0,0,5,0,0,0,0,0,1,0,1,1,4,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,6,0,0,0,1,2,0,0,1,0,0,39,0,0,0,0
2024-03-21T03,76,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,3,0,0,7,2,0,0,0,6,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,5,0,0,0,1,2,0,1,1,0,0,28,0,0,0,0
2024-03-21T04,111,6,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,1,0,0,14,1,0,0,0,4,0,0,0,0,0,1,0,0,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,3,3,0,0,0,12,0,0,0,1,1,0,0,0,0,0,30,0,0,0,0
2024-03-21T05,103,3,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,15,0,0,0,0,8,0,0,0,0,0,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,3,2,0,0,2,11,0,0,0,1,1,0,0,1,0,0,22,0,0,0,0
2024-03-21T06,70,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,16,0,0,0,0,5,0,0,0,0,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,5,0,0,0,1,1,0,0,0,0,0,16,0,3,0,0
2024-03-21T07,95,3,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,4,0,0,17,0,0,0,0,9,0,0,0,0,0,1,0,0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,6,0,0,0,1,0,0,0,2,0,0,18,0,0,0,0
2024-03-21T08,105,4,0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,3,2,0,0,13,0,0,0,0,11,0,0,0,0,0,1,0,0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,1,0,0,1,2,0,0,25,0,0,0,0
2024-03-21T09,90,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,11,0,0,0,0,11,0,0,0,0,0,1,0,1,3,6,0,0,0,0,0,0,0,0,0,6,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,6,0,0,0,1,1,0,0,0,0,0,22,0,0,0,0
2024-03-21T10,91,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6,0,0,9,0,0,0,0,9,0,0,0,0,0,2,0,0,3,9,0,0,4,0,0,0,0,0,0,1,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,1,0,1,4,0,0,0,1,0,15,0,1,0,0
2024-03-21T11,121,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,0,0,9,0,0,0,0,11,0,0,0,0,0,3,0,1,4,9,0,0,5,0,0,0,0,0,0,2,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,0,1,0,1,1,0,0,4,2,0,32,0,1,0,0
2024-03-21T12,130,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,3,0,0,9,0,0,0,0,12,0,0,0,0,0,4,0,1,5,6,0,0,6,0,0,0,0,1,0,7,0,0,0,4,0,7,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,1,1,0,2,7,0,1,0,1,5,0,0,3,2,0,17,0,1,0,0
2024-03-21T13,129,2,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,3,1,1,0,8,0,0,0,0,9,1,0,0,0,0,2,0,0,5,6,0,0,5,0,0,0,0,0,0,7,0,0,0,5,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,1,0,0,0,1,0,5,4,0,0,3,7,0,0,0,1,3,0,0,2,1,0,28,0,1,0,0
2024-03-21T14,106,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,7,0,1,0,5,0,0,0,0,15,0,0,0,0,0,3,0,0,4,3,0,0,4,0,0,0,0,1,0,2,1,0,0,5,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,5,0,0,0,1,8,0,0,4,2,0,16,0,0,0,0
2024-03-21T15,128,2,1,0,0,0,1,0,0,2,3,0,0,0,0,0,0,5,1,1,0,8,0,0,0,0,13,0,0,0,0,0,5,0,0,3,8,0,0,2,0,0,0,1,1,0,0,0,0,0,9,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,1,0,1,0,0,0,3,2,0,0,3,5,0,0,0,1,8,0,0,5,0,0,23,0,0,0,0
2024-03-21T16,113,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,6,0,0,0,0,14,0,0,0,0,0,4,0,0,9,8,0,0,0,0,0,1,1,1,0,1,0,0,0,8,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,5,0,0,0,1,8,0,0,5,0,0,17,0,0,0,0
2024-03-21T17,162,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,8,0,0,0,0,22,0,0,0,0,0,7,0,0,11,10,0,0,1,0,0,1,0,1,0,0,0,0,0,14,0,3,0,0,0,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,4,3,0,0,2,6,0,0,0,1,9,0,3,1,0,0,28,0,1,0,0
2024-03-21T18,194,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,8,0,0,0,0,31,1,0,0,0,0,7,0,0,10,11,0,0,1,0,0,0,1,0,0,3,0,0,1,18,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,3,4,0,1,6,8,0,0,0,1,6,1,1,1,2,0,32,0,1,0,0
2024-03-21T19,203,2,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,4,0,0,0,3,0,0,0,0,36,0,0,0,0,0,3,0,0,10,18,0,0,3,0,0,1,1,0,0,5,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,14,1,0,0,0,0,0,1,0,1,0,4,4,0,1,1,6,0,0,0,1,6,1,2,0,2,0,28,0,0,0,0
2024-03-21T20,184,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,5,4,0,0,2,0,0,0,0,23,1,0,0,0,0,3,0,0,12,15,0,0,0,0,0,1,0,0,0,6,0,0,0,23,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,1,0,0,0,2,3,0,0,3,5,0,0,0,1,11,0,4,1,1,0,36,0,0,0,0
2024-03-21T21,161,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,7,2,0,0,5,1,0,0,0,20,0,0,0,0,0,1,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,1,0,0,0,3,2,0,0,1,6,0,0,0,1,5,0,1,1,0,0,26,0,0,0,0
2024-03-21T22,155,2,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,8,1,0,0,4,1,0,0,0,18,0,1,0,0,0,3,0,0,5,13,0,0,1,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,5,0,0,0,1,8,0,1,0,1,0,36,0,0,0,0
2024-03-21T23,143,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11,2,0,0,3,0,1,0,0,10,0,0,0,0,0,1,0,0,3,8,0,0,0,0,0,0,0,0,0,5,0,1,0,17,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,6,0,0,1,1,8,0,0,0,1,0,49,0,0,0,0
2024-03-22T00,122,3,0,0,1,0,1,0,0,0,1,0,0,1,3,0,0,15,1,0,0,1,0,0,0,0,6,0,0,0,0,0,2,0,0,4,5,0,0,1,0,0,0,0,0,0,3,0,1,0,9,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,5,0,0,1,1,3,0,0,0,0,0,45,0,0,0,0
2024-03-22T01,109,3,1,0,1,0,1,0,0,0,3,0,0,1,1,0,0,14,0,0,0,3,1,0,0,0,9,0,0,0,0,0,4,0,0,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,5,0,0,0,1,2,0,0,0,0,0,38,0,1,0,0
