bucket,total,--,AD,AE,AL,AM,AR,AT,AU,BA,BB,BD,BE,BG,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EG,ES,ET,FI,FJ,FR,GB,GE,GM,GR,GT,HK,HN,HR,HT,HU,ID,IE,IL,IM,IN,IQ,IR,IS,IT,JP,KE,KG,KH,KR,KZ,LA,LB,LK,LT,LV,MA,MD,MK,MM,MN,MO,MU,MX,MY,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PS,PT,PY,RO,RS,RU,RW,SE,SG,SI,SK,SN,SV,TH,TN,TR,TT,TW,TZ,UA,UG,US,UY,UZ,VE,VN,ZA,ZW
2023-10-10T08,89,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,0,0,1,7,0,0,0,0,0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,1,10,0,0,0,0,5,0,0,0,2,0,0,0,20,0,0,0,2,0,0
2023-10-10T09,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,8,1,0,0,0,0,1,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,8,0,0,0,0,4,0,0,0,2,0,2,0,18,0,0,0,2,0,0
2023-10-10T10,97,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,6,0,0,0,0,3,1,0,0,4,0,2,0,21,0,0,0,0,1,0
2023-10-10T11,83,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,1,10,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,8,1,0,0,6,0,0,0,13,0,0,0,0,0,0
2023-10-10T12,93,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,2,0,0,1,0,0,0,3,0,1,5,0,0,0,0,8,0,0,0,8,0,0,0,21,0,0,0,1,0,0
2023-10-10T13,101,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,6,0,0,0,7,0,1,0,1,0,0,0,0,0,5,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,2,0,2,0,0,2,0,0,0,2,0,2,5,0,0,0,0,13,0,0,0,7,0,1,0,19,0,0,0,0,0,0
2023-10-10T14,98,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,6,0,0,0,0,18,0,2,0,5,0,0,0,21,0,0,0,0,0,0
2023-10-10T15,120,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,1,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,11,0,0,0,5,0,0,0,26,0,0,0,0,0,0
2023-10-10T16,150,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,19,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,3,0,0,0,1,0,0,4,0,1,7,0,0,0,0,12,0,2,0,4,0,0,0,26,0,0,0,0,0,0
2023-10-10T17,164,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,5,0,0,0,2,0,0,0,37,0,0,0,0,0,4,0,0,0,11,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,3,0,0,0,1,0,0,1,0,2,5,0,0,0,0,6,0,1,0,3,0,0,0,27,0,0,0,0,0,0
2023-10-10T18,190,3,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,3,2,0,0,9,0,0,0,51,0,0,0,0,0,5,0,0,0,9,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,14,5,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,6,6,1,0,0,0,2,0,1,0,3,0,0,0,26,0,0,0,0,0,0
2023-10-10T19,185,1,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,5,1,0,0,8,1,0,0,35,0,0,0,0,0,4,0,0,0,16,12,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,1,0,14,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,2,7,0,0,0,0,4,0,1,0,2,0,1,0,28,0,0,0,0,0,0
2023-10-10T20,193,2,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,12,0,0,0,12,1,0,1,30,0,0,0,0,0,3,0,0,0,9,11,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,17,9,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,2,6,0,0,0,0,1,0,1,0,1,0,0,0,39,0,1,0,0,0,0
2023-10-10T21,154,1,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,8,1,0,0,12,0,0,0,21,0,0,0,0,0,2,0,0,0,7,11,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,15,11,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,1,0,0,0,0,0,0,1,0,0,2,0,0,0,4,0,2,7,0,0,0,0,0,0,0,0,2,0,0,1,22,0,1,0,0,0,0
2023-10-10T22,131,1,0,0,0,0,1,0,4,0,0,2,0,0,0,1,0,9,1,0,0,18,0,0,0,10,0,0,0,0,0,2,0,0,0,6,9,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,6,4,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,7,0,0,0,0,3,0,0,0,1,0,0,1,26,0,0,0,0,0,0
2023-10-10T23,127,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,18,0,0,0,16,0,0,0,7,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,5,1,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,1,5,0,0,0,0,0,1,0,0,1,0,0,0,36,0,0,0,0,0,0
2023-10-11T00,106,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,7,1,0,0,24,0,0,0,7,0,0,0,0,1,1,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,1,0,0,2,0,0,0,33,0,0,0,0,0,0
2023-10-11T01,99,3,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,5,0,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,0,1,0,0,1,0,0,0,3,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,32,1,0,0,0,0,0
2023-10-11T02,83,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,33,1,0,0,0,0,0
2023-10-11T03,87,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,0,0
2023-10-11T04,103,2,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,1,0,0,0,2,0,0,0,60,0,0,0,0,0,0
2023-10-11T05,74,1,0,0,0,0,0,0,1,0,0,2,0,1,1,1,0,4,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,8,0,0,0,0,3,0,0,0,2,0,0,0,22,0,0,0,0,0,0
2023-10-11T06,81,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,3,0,1,0,30,0,0,0,1,0,0
2023-10-11T07,119,2,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,3,1,0,0,3,0,0,0,5,0,0,0,0,0,2,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,1,6,0,0,0,0,5,0,0,0,2,0,0,0,51,0,0,0,1,0,0
2023-10-11T08,73,1,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,1,1,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,1,0,2,0,0,7,0,0,0,0,8,0,0,0,2,0,0,0,10,0,0,0,0,1,0
2023-10-11T09,91,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,8,0,0,0,11,0,0,0,0,1,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,0,0,0,0,8,0,2,0,2,0,0,0,20,0,0,0,0,0,0
2023-10-11T10,85,2,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,5,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,7,0,0,0,0,4,0,1,0,3,0,0,0,17,0,0,0,0,0,0
2023-10-11T11,84,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,13,0,0,0,8,0,0,0,0,0,1,0,0,0,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,3,7,0,0,0,0,2,0,0,0,5,0,0,0,14,0,0,0,0,0,0
2023-10-11T12,105,3,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,5,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,1,0,3,7,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,2,0,1,10,0,0,0,0,5,0,0,0,3,0,0,0,17,0,0,0,1,0,0
2023-10-11T13,121,2,0,0,0,0,0,1,1,0,0,3,0,1,0,1,0,4,1,0,0,12,0,0,0,7,0,0,0,0,0,1,0,0,0,5,8,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,0,0,0,1,0,3,0,4,7,0,0,0,0,7,0,0,0,3,0,0,0,29,0,0,0,2,1,0
2023-10-11T14,142,3,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,7,1,0,0,11,0,0,0,17,0,0,0,0,0,1,0,0,0,8,4,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,3,0,1,0,0,2,0,0,0,4,0,4,11,0,0,0,0,10,0,0,0,5,1,2,0,22,0,0,0,1,0,0
2023-10-11T15,137,1,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,6,0,0,0,5,0,0,0,16,0,1,0,0,0,1,0,0,0,7,11,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,0,1,9,0,0,0,0,12,0,0,0,6,0,1,0,26,0,0,0,0,0,0
2023-10-11T16,198,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,3,1,0,0,7,0,0,0,31,0,0,0,0,0,2,0,0,0,11,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,9,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,2,12,0,0,0,0,10,0,0,0,4,0,0,0,55,0,0,0,1,0,0
2023-10-11T17,206,1,0,1,0,0,5,1,0,0,1,1,4,0,0,0,1,7,1,0,0,9,0,0,0,38,0,1,0,0,0,5,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,0,0,0,0,1,1,0,2,0,0,0,0,3,0,4,0,4,7,0,0,0,0,11,0,1,0,3,0,0,0,20,0,0,0,1,0,0
2023-10-11T18,197,2,0,0,0,1,3,0,0,0,0,0,4,0,0,2,0,2,2,0,0,8,0,0,0,30,1,0,0,0,0,4,0,1,0,12,18,0,0,0,0,2,0,2,0,0,0,3,1,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,1,5,0,3,6,0,0,0,0,15,0,1,0,2,0,0,0,25,0,1,1,0,1,0
2023-10-11T19,178,1,0,0,0,1,0,0,0,0,0,0,5,0,0,2,0,5,2,0,0,4,0,0,0,21,0,0,0,0,0,2,0,0,0,13,17,0,0,0,0,1,0,1,0,0,0,4,1,0,0,0,0,0,18,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,1,0,4,0,4,6,0,0,0,0,12,0,2,0,2,0,0,0,24,0,1,0,0,0,0
2023-10-11T20,141,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,8,2,0,0,1,0,0,0,29,0,0,0,0,0,1,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,3,6,0,0,0,0,1,0,1,0,1,0,0,0,17,0,0,0,0,0,0
2023-10-11T21,127,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,6,0,1,0,23,0,0,0,0,0,2,0,0,0,10,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,1,7,0,0,0,0,2,0,0,0,2,0,0,0,19,0,0,0,0,0,0
2023-10-11T22,132,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11,2,0,0,3,0,0,0,14,0,0,0,0,0,2,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,5,0,0,0,0,3,0,0,0,1,0,0,0,48,0,0,0,0,0,0
2023-10-11T23,115,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,17,1,0,0,5,1,0,0,5,0,0,0,0,0,1,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,44,0,0,0,0,0,0
2023-10-12T00,121,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,23,0,3,0,5,0,0,0,6,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,7,0,0,0,0,1,0,0,0,1,0,0,0,37,0,0,0,0,0,0
2023-10-12T01,89,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,12,1,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,33,0,0,0,0,0,0
2023-10-12T02,99,4,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,15,2,0,0,10,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,31,0,0,0,0,0,0
2023-10-12T03,98,2,0,0,0,1,1,1,0,0,0,1,1,0,0,2,0,5,1,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,9,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,1,0,0,0
2023-10-12T04,92,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,19,0,0,1,4,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,5,0,0,0,0,1,0,0,0,2,0,0,0,21,0,0,0,0,0,0
2023-10-12T05,101,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,6,0,0,0,0,1,0,0,0,1,0,0,0,34,0,0,0,0,1,0
2023-10-12T06,84,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,6,0,0,0,0,1,0,1,0,2,0,0,0,21,0,0,0,0,0,0
2023-10-12T07,115,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,1,0,0,18,1,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,2,15,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,6,0,0,0,0,1,0,1,0,2,0,0,0,32,0,0,0,0,0,0
2023-10-12T08,124,2,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,7,1,0,0,10,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,1,0,2,7,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,1,7,0,0,0,0,1,0,0,0,2,0,0,0,50,0,0,0,0,0,0
2023-10-12T09,112,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,17,0,0,0,11,0,0,0,0,0,1,0,0,0,5,7,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,5,6,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,1,5,0,0,0,0,3,0,2,0,4,0,0,0,18,0,0,0,0,0,0
2023-10-12T10,104,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,4,0,0,1,9,0,0,0,8,0,0,0,0,0,1,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,7,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,7,0,0,0,0,7,0,0,0,3,0,0,0,17,0,0,0,0,0,0
2023-10-12T11,102,3,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,4,0,0,0,3,0,0,0,7,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,12,0,0,0,0,10,0,1,0,4,0,0,0,17,0,0,0,0,0,0
2023-10-12T12,113,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,4,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,14,0,0,0,0,10,0,1,0,3,0,0,0,21,0,0,0,0,0,0
2023-10-12T13,144,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,4,1,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,11,0,0,0,0,16,0,0,0,1,0,0,0,46,0,0,1,0,0,0
2023-10-12T14,151,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,3,1,0,0,4,1,0,0,15,0,0,1,0,0,0,0,2,0,8,6,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,8,5,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,0,0,4,0,1,0,0,0,0,2,0,3,0,2,8,0,0,0,0,15,0,0,1,4,0,0,0,26,1,0,0,0,0,0
2023-10-12T15,154,2,0,0,0,1,0,2,0,0,0,1,1,0,0,4,0,2,0,0,0,6,1,0,0,26,0,0,1,0,0,1,0,0,0,6,6,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,1,0,10,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,1,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,3,6,0,0,0,0,19,0,0,1,4,1,0,0,23,0,0,0,0,0,0
2023-10-12T16,162,1,0,2,0,1,0,2,0,0,0,0,0,0,0,4,0,4,2,0,0,5,1,0,0,20,0,0,0,0,0,3,0,1,0,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,19,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,1,5,0,0,0,0,20,0,0,0,1,1,1,0,21,1,0,0,1,0,0
