bucket,total,--,AE,AL,AO,AR,AT,AU,BA,BD,BE,BG,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CV,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FJ,FR,GB,GE,GH,GQ,GR,HK,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KG,KH,KR,KY,KZ,LA,LB,LK,LT,LU,LV,MA,MK,MM,MO,MR,MW,MX,MY,NE,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PS,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SI,SK,SY,TH,TN,TR,TW,UA,UG,US,UZ,VE,VN,XK,ZA
2023-08-15T08,117,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,2,0,0,2,0,0,61,0,0,0,0,0
2023-08-15T09,144,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,17,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,3,0,0,1,0,0,63,0,0,0,0,0
2023-08-15T10,118,1,0,0,0,0,0,4,0,0,0,1,0,2,0,2,1,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,6,0,0,0,3,0,0,2,0,0,42,0,0,1,0,0
2023-08-15T11,158,1,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,17,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,3,0,0,5,0,0,74,0,0,0,0,0
2023-08-15T12,136,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,3,0,1,0,0,0,0,0,0,4,0,0,0,2,5,0,0,0,6,0,0,4,0,0,52,0,0,0,0,0
2023-08-15T13,183,2,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,1,0,18,0,0,0,0,19,0,1,0,0,0,0,1,0,0,0,8,8,0,0,0,1,4,0,0,0,0,6,0,1,0,0,0,4,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,3,0,0,2,1,0,80,0,0,0,0,0
2023-08-15T14,134,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,15,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,2,7,1,0,0,0,1,0,0,0,0,8,0,0,0,0,0,4,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,5,1,0,0,1,0,0,8,0,0,36,0,0,0,0,0
2023-08-15T15,181,2,1,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,13,0,0,0,0,28,1,0,0,0,0,0,2,0,2,0,6,5,0,0,0,0,2,0,0,0,0,8,0,6,0,0,0,6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,1,6,1,0,0,8,0,0,6,0,0,53,0,0,0,0,0
2023-08-15T16,223,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,10,0,0,0,0,29,1,1,0,0,0,0,4,0,0,0,6,9,0,0,0,1,2,0,0,0,0,15,0,6,0,0,0,4,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,1,0,2,0,0,1,0,1,0,3,0,0,0,3,5,0,0,0,7,0,1,4,0,0,70,0,0,0,0,0
2023-08-15T17,245,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,15,0,0,0,0,55,1,0,0,0,0,0,1,0,1,0,6,13,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,7,17,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,17,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,6,5,1,0,0,6,0,1,7,0,0,65,0,0,0,0,0
2023-08-15T18,244,3,0,0,0,1,1,0,0,1,0,0,0,1,0,3,0,0,2,0,18,0,0,0,0,60,0,1,0,0,0,0,3,0,0,0,9,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,1,0,4,0,0,0,0,3,0,4,0,0,0,5,13,1,0,0,2,0,0,4,0,0,69,0,0,0,0,0
2023-08-15T19,215,3,0,0,0,1,0,0,0,0,2,0,0,1,0,7,1,0,0,0,14,0,0,0,0,38,0,1,0,0,0,0,4,0,0,0,12,13,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,8,11,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,1,0,6,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,2,0,0,2,0,0,56,0,0,0,0,0
2023-08-15T20,191,1,0,0,0,2,0,0,0,0,3,0,0,3,0,7,1,0,0,0,14,0,0,0,0,29,0,0,0,0,0,0,2,0,0,0,8,9,0,0,0,0,1,0,0,0,0,7,0,1,0,1,0,10,11,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,8,0,0,0,2,0,0,3,1,0,44,0,0,0,0,0
2023-08-15T21,140,3,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2,0,0,0,15,1,0,0,0,17,0,1,0,0,0,0,2,0,0,0,9,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,2,0,0,25,0,0,1,0,0
2023-08-15T22,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,5,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,6,7,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,7,10,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,12,0,0,0,3,0,1,3,1,0,42,0,0,1,0,0
2023-08-15T23,188,3,0,0,0,2,0,0,0,0,0,0,0,5,0,17,0,0,0,0,3,0,0,0,0,7,0,1,0,0,0,0,2,0,0,0,3,6,1,0,0,0,3,0,0,0,0,7,0,1,0,0,0,5,11,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,6,0,0,0,1,0,1,1,1,0,81,0,0,1,0,0
2023-08-16T00,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,6,0,0,0,2,0,0,1,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,44,0,0,0,0,0
2023-08-16T01,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,0,1,0,0,0,0,0,34,0,0,0,0,0
2023-08-16T02,86,2,0,0,0,0,0,2,0,0,0,0,0,1,0,10,0,0,0,0,7,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14,0,0,0,3,0,0,0,0,0,29,0,0,1,0,0
2023-08-16T03,89,3,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,1,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,12,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,3,0,1,1,1,0,31,0,0,0,0,0
2023-08-16T04,96,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,4,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,1,0,0,0,0,0,46,0,0,0,0,1
2023-08-16T05,75,3,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,8,0,0,0,2,0,0,0,0,0,26,0,0,0,0,0
2023-08-16T06,116,5,0,0,0,1,0,2,0,0,0,0,0,1,0,4,0,0,1,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,12,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,48,0,0,0,0,1
2023-08-16T07,104,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,6,0,1,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,20,0,0,0,0,0,0,2,0,0,36,0,0,0,0,0
2023-08-16T08,103,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0,0,1,1,0,3,0,0,0,2,15,0,0,0,3,0,1,3,1,0,32,0,0,1,0,0
2023-08-16T09,86,3,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,6,0,0,0,0,0,1,2,1,0,25,0,0,0,0,0
2023-08-16T10,61,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,11,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,3,1,0,0,0,1,0,0,0,2,0,0,0,2,5,0,0,0,1,0,0,2,0,0,13,0,0,0,0,0
2023-08-16T11,70,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,6,0,0,0,1,0,0,3,0,0,20,0,0,1,0,0
2023-08-16T12,137,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,8,8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,1,12,0,0,0,6,0,0,4,0,0,56,0,0,1,1,0
2023-08-16T13,97,3,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,2,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,5,7,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,1,12,0,0,0,5,0,1,8,1,0,15,0,0,1,0,0
2023-08-16T14,134,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,2,0,1,0,0,2,0,0,1,3,0,0,0,0,6,1,0,0,12,0,0,8,0,0,38,0,0,2,0,0
2023-08-16T15,120,3,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,9,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,3,0,0,1,0,0,0,2,0,0,0,1,6,1,0,0,15,0,0,3,0,0,24,0,0,0,0,0
2023-08-16T16,151,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,23,1,0,0,0,0,0,4,0,0,0,8,10,0,0,0,0,4,0,0,0,0,11,0,4,0,0,0,11,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,9,0,1,2,0,0,29,0,0,1,0,0
2023-08-16T17,152,2,0,0,0,2,2,0,0,0,1,0,0,4,1,0,1,0,0,0,4,0,0,0,0,28,2,0,0,0,0,0,4,0,0,0,7,15,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,8,0,0,0,6,0,1,1,0,0,28,0,0,0,0,0
2023-08-16T18,179,1,0,0,0,0,1,0,0,0,2,0,0,3,0,4,2,0,0,0,4,0,0,0,0,32,0,0,0,0,0,0,4,0,0,0,9,18,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,1,0,0,1,0,2,0,0,1,0,1,0,3,0,0,0,1,7,0,0,0,4,0,1,2,0,0,40,0,0,0,0,0
2023-08-16T19,174,2,0,0,0,1,0,0,0,0,1,0,0,1,0,5,0,0,1,0,3,1,0,0,0,22,0,0,0,0,0,0,6,0,0,0,11,20,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,3,7,0,0,0,1,0,1,1,0,0,35,0,0,0,0,1
2023-08-16T20,167,3,0,0,0,1,1,0,1,0,1,0,0,1,0,2,0,0,1,0,3,1,0,0,0,26,0,0,0,0,0,0,2,0,0,0,9,12,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,4,0,0,1,1,3,0,1,0,0,0,1,7,0,0,0,3,0,1,1,0,0,42,0,0,0,0,0
2023-08-16T21,132,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,12,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,3,0,0,1,1,0,0,1,0,0,1,0,15,0,0,0,1,0,0,1,2,0,31,0,0,0,0,0
2023-08-16T22,146,3,0,0,0,1,0,0,0,0,1,0,0,1,0,4,1,0,0,0,17,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,8,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,6,0,0,0,2,0,0,1,0,0,55,0,0,2,0,0
2023-08-16T23,143,6,0,0,0,1,0,1,0,0,0,0,0,1,0,3,1,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,14,0,0,0,3,0,0,2,0,0,49,0,0,1,0,0
2023-08-17T00,149,5,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,18,1,0,0,0,8,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,1,0,0,1,0,0,75,0,0,0,0,0
2023-08-17T01,95,3,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,12,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,45,0,0,0,0,0
2023-08-17T02,145,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,1,0,0,78,0,0,0,0,0
2023-08-17T03,94,4,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,1,0,0,40,0,0,0,0,0
2023-08-17T04,110,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,8,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,6,0,0,0,2,0,0,1,0,0,37,0,0,0,0,0
2023-08-17T05,82,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,1,0,0,2,0,0,29,0,0,0,0,0
2023-08-17T06,97,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,16,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,3,0,0,1,0,0,36,0,0,0,0,0
2023-08-17T07,105,3,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,17,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,8,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,2,0,0,3,0,1,30,0,0,0,0,0
2023-08-17T08,82,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,7,0,0,0,0,0,1,1,0,1,23,0,0,0,0,0
2023-08-17T09,75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,3,0,0,2,0,0,17,0,0,0,0,0
2023-08-17T10,84,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,4,1,1,0,2,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,2,0,1,0,0,0,0,2,0,2,0,0,0,0,8,0,0,0,3,0,0,2,1,0,12,0,0,0,0,0
2023-08-17T11,68,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,6,0,0,3,0,0,14,0,0,0,0,0
2023-08-17T12,112,2,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,10,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,5,6,0,0,0,1,5,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,9,0,0,5,0,0,23,0,0,1,0,0
2023-08-17T13,125,3,0,0,0,1,2,0,0,0,0,0,0,2,0,1,2,0,0,0,2,0,0,0,0,14,1,0,0,0,0,0,1,0,1,0,5,5,0,0,0,1,13,0,0,1,0,0,0,2,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,5,1,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,6,0,0,0,12,0,0,2,0,0,26,0,0,1,0,0
2023-08-17T14,95,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,6,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,5,0,0,4,1,0,16,0,0,1,0,0
2023-08-17T15,151,3,0,0,0,1,1,0,0,0,1,0,0,2,0,1,1,0,0,0,6,2,0,0,0,18,0,0,0,0,2,0,0,0,1,0,9,4,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,8,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,1,5,0,0,0,8,0,0,5,0,0,37,0,0,1,0,0
2023-08-17T16,137,3,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,19,0,0,0,0,0,0,4,0,1,0,10,7,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,1,5,1,0,0,14,0,0,5,0,0,25,0,0,0,0,0
2023-08-17T17,163,2,1,0,0,1,1,0,0,0,1,2,0,3,0,3,1,0,0,0,4,0,0,0,0,33,0,1,0,0,0,0,1,0,0,0,7,11,0,0,0,0,1,3,0,0,0,7,0,0,0,0,0,9,12,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,8,0,0,2,0,0,27,0,0,0,0,0
