bucket,total,--,AE,AM,AR,AT,AU,AW,BA,BB,BD,BE,BG,BH,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CV,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GM,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JM,JO,JP,KE,KG,KR,KW,KZ,LA,LB,LT,LU,LV,MA,MD,MK,MM,MN,MR,MT,MU,MX,MY,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PS,PT,PY,RO,RU,RW,SA,SC,SD,SE,SG,SI,SK,SO,TH,TJ,TN,TR,TW,UA,UG,US,UY,UZ,VE,VN,ZA,ZM,ZW
2023-09-19T07,133,3,0,0,1,0,1,0,0,0,1,0,0,0,1,0,5,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,1,0,2,1,4,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,3,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,17,0,0,0,2,0,0,0,3,0,0,44,0,0,0,1,1,0,0
2023-09-19T08,104,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,2,0,0,1,0,0,2,0,0,3,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,8,0,0,0,3,0,0,1,3,0,0,36,0,0,0,1,0,0,0
2023-09-19T09,110,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,3,6,0,0,0,0,0,0,1,0,0,1,1,0,1,3,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,1,1,0,2,0,0,0,1,1,0,0,1,0,0,12,0,0,0,5,0,0,2,3,0,0,32,0,0,0,2,0,0,0
2023-09-19T10,100,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,1,0,2,0,0,0,1,2,0,0,0,0,1,5,0,0,0,5,0,0,0,6,0,0,31,0,0,0,1,0,0,0
2023-09-19T11,81,3,0,0,1,0,1,0,0,0,1,0,0,0,3,0,2,1,0,0,0,2,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,1,0,1,0,0,1,1,0,0,3,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,3,0,0,0,5,0,0,13,0,0,0,0,0,0,0
2023-09-19T12,133,2,0,0,0,0,0,0,0,0,4,0,3,0,3,0,4,0,0,0,0,6,0,1,0,0,0,19,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,3,0,0,1,0,1,3,0,0,1,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,1,0,1,1,0,0,0,1,6,0,0,0,2,0,0,0,5,0,0,44,0,0,0,1,0,0,0
2023-09-19T13,150,3,0,0,1,0,0,0,0,0,3,0,3,0,1,0,1,0,0,0,0,6,1,1,0,0,0,19,0,0,0,1,0,0,2,0,0,6,9,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,8,0,0,0,7,0,0,52,0,0,0,2,1,0,0
2023-09-19T14,220,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,2,1,1,0,0,0,18,0,0,0,0,0,0,2,0,1,9,7,0,0,0,0,3,0,0,0,0,0,6,0,0,7,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,5,0,0,0,12,0,0,0,10,0,0,110,0,0,0,0,0,0,0
2023-09-19T15,168,4,0,0,2,0,0,0,0,0,1,0,1,0,2,0,7,0,0,0,0,5,1,0,0,0,0,17,0,0,0,0,0,0,3,1,1,8,7,0,0,0,0,2,0,0,0,0,0,1,0,0,10,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,1,5,0,0,0,14,0,0,4,11,0,0,42,0,0,0,0,1,0,0
2023-09-19T16,175,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,8,9,0,0,0,0,1,0,0,1,1,0,1,0,0,14,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,1,0,3,0,1,0,1,7,0,0,0,0,3,6,0,0,0,8,0,0,2,4,0,0,56,0,0,0,0,0,0,0
2023-09-19T17,224,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,12,1,0,1,0,1,0,0,0,0,1,36,0,0,0,0,0,0,4,0,0,4,12,0,0,0,0,0,0,0,1,1,0,1,0,0,14,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,10,0,0,0,0,0,1,0,3,0,2,0,0,4,1,0,0,0,4,6,0,0,0,10,0,0,1,2,0,0,71,0,0,0,0,0,0,0
2023-09-19T18,213,2,1,0,0,2,0,0,0,0,0,3,0,0,3,0,11,0,0,0,0,5,0,1,0,0,0,44,0,0,0,0,0,0,4,0,0,8,22,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,6,0,0,2,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,21,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,5,0,0,0,11,0,0,2,2,0,0,29,0,0,0,0,0,0,0
2023-09-19T19,177,2,0,0,0,0,0,0,1,0,0,1,0,0,3,0,7,1,0,1,0,4,0,1,0,0,0,32,0,0,0,0,0,0,4,0,0,9,20,0,0,0,0,0,0,2,0,0,1,1,0,0,16,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,1,0,3,0,0,0,0,1,1,1,0,0,3,6,0,0,0,6,0,0,1,0,0,0,27,1,0,0,0,0,0,0
2023-09-19T20,203,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,6,1,0,0,0,4,1,0,0,0,0,34,0,0,0,0,0,0,1,0,0,9,15,0,0,0,0,1,0,0,0,0,1,0,0,0,19,0,0,12,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8,2,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,1,5,0,0,0,4,0,0,1,0,0,0,56,0,0,0,3,0,0,0
2023-09-19T21,176,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,5,7,0,0,0,0,2,0,0,0,0,0,0,0,1,17,0,0,13,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,2,8,0,0,0,3,0,0,1,0,0,0,58,0,0,0,3,0,0,0
2023-09-19T22,202,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,8,2,0,1,0,10,1,0,0,0,0,9,0,0,0,0,0,0,2,0,0,8,7,0,0,0,1,1,0,0,0,0,0,1,0,1,6,0,0,10,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,1,0,2,0,0,3,1,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,100,0,0,0,1,0,0,0
2023-09-19T23,166,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,12,2,0,0,0,7,1,0,0,0,0,17,0,0,0,0,0,0,2,0,0,6,5,0,0,0,0,0,0,0,0,4,0,3,0,2,2,0,0,7,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,72,0,0,0,0,1,0,0
2023-09-20T00,93,1,0,0,1,0,0,0,0,0,2,0,0,0,2,0,5,1,0,0,0,4,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,6,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,4,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,36,0,0,0,0,0,0,0
2023-09-20T01,106,2,0,0,0,0,1,0,0,0,0,0,0,0,7,0,9,1,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,0,7,0,0,0,2,0,0,0,0,1,0,36,0,0,1,0,0,0,0
2023-09-20T02,104,2,0,0,1,0,0,0,0,0,0,0,1,0,5,0,15,0,0,0,1,13,0,0,0,0,0,4,0,0,0,1,0,0,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,5,0,0,0,3,0,0,0,0,1,0,33,0,0,0,0,0,0,0
2023-09-20T03,72,4,0,0,1,0,0,0,0,0,1,0,0,0,4,0,5,0,0,0,0,10,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,19,0,0,0,0,1,0,0
2023-09-20T04,76,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,25,0,0,0,0,0,0,0
2023-09-20T05,89,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,0,0,0,14,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0
2023-09-20T06,104,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,6,0,0,0,0,9,1,0,0,0,0,5,0,0,0,0,1,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,2,2,0,41,0,0,0,0,0,0,0
2023-09-20T07,89,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,4,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,3,0,0,1,0,3,0,0,0,0,0,5,0,0,1,2,0,0,0,2,2,0,28,0,0,0,1,0,0,0
2023-09-20T08,66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,19,0,0,0,1,1,0,0
2023-09-20T09,82,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,6,6,0,0,0,0,0,0,0,1,0,0,1,1,0,5,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,1,9,0,0,0,2,0,0,0,2,0,0,19,0,0,0,1,0,0,0
2023-09-20T10,82,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,4,4,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,8,0,0,0,1,0,0,0,2,0,0,18,0,0,0,1,0,0,0
2023-09-20T11,86,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,1,0,0,0,3,0,0,0,0,0,8,1,1,0,0,0,0,1,0,0,5,11,0,0,0,0,4,0,0,0,0,0,2,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,3,0,0,21,0,0,0,1,0,0,0
2023-09-20T12,107,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,8,9,0,0,0,0,5,0,0,0,0,0,3,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,5,0,0,0,3,0,0,20,0,0,0,0,0,0,0
2023-09-20T13,105,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,7,11,0,0,0,0,7,0,0,0,0,0,2,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,14,0,0,0,4,0,0,20,0,0,0,0,0,0,0
2023-09-20T14,111,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,7,6,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,1,6,0,0,0,17,0,0,0,6,0,0,14,0,0,0,0,1,0,0
2023-09-20T15,134,2,0,0,0,3,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,7,9,0,0,0,0,3,0,0,0,0,0,3,0,0,12,0,0,0,0,0,3,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,3,7,0,0,0,15,0,0,0,9,0,0,27,0,0,0,0,0,0,0
2023-09-20T16,151,3,0,0,1,3,0,0,1,0,0,0,1,0,1,0,2,1,0,0,0,4,0,0,0,0,0,22,1,0,0,0,0,0,7,0,0,9,11,0,0,0,0,3,0,0,0,0,0,2,0,0,13,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,2,7,0,0,0,8,0,0,0,3,1,0,24,0,0,0,0,0,0,0
2023-09-20T17,152,3,0,0,0,1,0,0,1,0,0,1,0,0,2,0,2,2,0,0,0,4,0,0,0,0,0,27,1,1,0,0,0,0,3,0,0,8,11,0,0,0,0,1,0,0,1,0,0,0,0,0,16,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,0,3,7,0,0,0,12,0,0,0,2,0,0,21,0,0,0,0,0,0,0
2023-09-20T18,179,4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,33,0,1,0,0,0,0,4,1,1,7,22,0,0,0,0,1,0,0,1,0,0,0,0,0,15,0,0,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,1,0,3,0,2,0,0,1,0,0,0,0,3,6,0,0,0,5,0,0,0,2,0,0,29,0,0,0,0,0,0,0
2023-09-20T19,183,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,0,0,0,6,0,0,0,0,1,29,1,0,0,0,0,0,5,1,0,11,26,0,0,0,0,1,0,0,1,0,0,0,0,1,15,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,1,0,4,0,1,0,0,3,1,0,0,0,3,6,0,0,0,5,0,0,1,1,0,0,27,0,0,0,0,0,0,0
2023-09-20T20,199,3,0,0,1,0,0,0,1,0,0,1,1,0,2,0,6,0,1,0,0,9,0,0,0,0,1,26,0,0,0,0,0,0,3,0,0,11,15,0,0,0,0,2,0,0,0,0,0,2,0,2,23,0,0,5,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,12,2,0,1,0,0,0,0,3,0,2,0,0,2,0,0,0,0,2,5,0,0,0,6,0,0,1,1,0,0,40,0,0,0,1,0,0,0
2023-09-20T21,175,2,0,0,1,0,0,0,1,0,0,2,0,0,3,0,6,1,1,0,0,12,5,1,0,0,0,11,0,0,0,0,0,0,3,0,1,9,14,0,0,0,0,4,0,0,0,0,0,4,0,1,17,0,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,10,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,5,0,0,0,4,0,0,1,1,0,0,37,0,0,0,1,0,0,0
2023-09-20T22,141,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,1,1,0,0,17,0,1,0,0,0,11,0,0,0,0,0,0,2,0,0,5,12,0,0,0,0,0,0,0,0,0,0,3,0,1,13,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,5,0,1,0,3,0,0,0,2,0,0,39,0,0,0,0,0,0,0
2023-09-20T23,131,4,0,0,1,0,0,0,0,0,0,0,1,0,4,0,8,2,0,0,0,17,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,4,0,0,0,0,1,5,0,0,0,3,0,0,0,2,0,0,44,0,0,0,0,0,0,0
2023-09-21T00,128,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,14,1,0,0,0,19,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,4,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,2,1,0,0,48,0,0,0,1,0,0,0
2023-09-21T01,119,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,26,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,2,0,0,0,1,0,0,38,0,0,0,2,0,0,0
2023-09-21T02,114,2,0,0,0,1,2,0,0,0,0,0,0,0,4,1,11,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,1,2,0,0,38,0,0,0,0,0,0,0
2023-09-21T03,112,4,0,0,0,0,1,0,0,0,1,0,0,0,6,0,7,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,2,0,0,36,0,0,0,0,0,0,0
2023-09-21T04,88,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,17,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0
2023-09-21T05,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,1,0,18,0,0,0,0,0,0,0
2023-09-21T06,99,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,9,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,5,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,2,0,0,0,2,0,0,37,0,0,1,0,0,0,0
2023-09-21T07,84,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,8,1,0,0,0,0,0,1,0,0,2,4,0,0,0,0,2,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,25,0,1,0,0,0,0,0
2023-09-21T08,96,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,0,3,0,0,3,4,0,0,0,2,1,0,0,0,0,1,0,0,0,4,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,6,0,0,0,1,0,0,0,2,0,0,23,0,1,0,0,0,0,0
2023-09-21T09,101,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,1,0,3,1,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,6,0,1,0,2,0,0,0,3,0,0,24,0,0,0,0,0,0,0
2023-09-21T10,93,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,7,0,1,0,0,0,6,0,0,0,1,0,0,2,0,0,4,4,0,0,0,0,1,0,0,0,0,1,0,0,1,9,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,1,0,20,0,0,0,0,0,0,0
2023-09-21T11,106,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,4,0,1,0,0,0,8,0,0,0,1,0,0,3,0,0,7,4,0,0,0,0,8,0,0,1,0,1,3,0,1,5,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,1,0,8,0,0,0,4,0,0,0,5,0,0,19,0,0,0,1,0,0,0
2023-09-21T12,115,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,6,6,0,1,0,1,5,0,0,0,0,0,1,0,2,3,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,6,0,0,0,3,0,0,31,0,0,0,1,0,0,0
2023-09-21T13,137,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,7,0,1,0,0,6,0,0,0,0,0,1,0,2,1,0,0,8,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,10,0,0,0,7,0,0,0,5,0,0,47,0,0,0,2,0,0,0
2023-09-21T14,144,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,7,1,0,0,0,7,0,0,0,0,0,20,0,1,0,0,0,0,5,0,0,4,6,0,0,0,0,4,0,0,0,0,1,2,0,0,9,0,0,5,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,0,0,0,16,0,0,1,8,0,0,18,0,0,0,1,0,0,0
2023-09-21T15,136,2,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,8,0,0,0,0,0,14,0,1,0,0,0,0,4,0,1,10,10,0,0,0,0,3,0,0,0,0,1,4,0,1,9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,1,7,0,0,0,17,0,0,1,8,0,0,16,0,0,0,0,0,0,0
