bucket,total,--,AE,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BO,BR,BT,BY,CA,CH,CL,CN,CO,CR,CV,CZ,DE,DK,DO,EC,EE,ES,ET,FI,FJ,FR,GB,GE,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KH,KR,KZ,LA,LB,LT,LU,LV,LY,MA,MD,MK,ML,MM,MO,MR,MU,MW,MX,MY,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PS,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SI,SK,SR,SV,TH,TN,TR,TW,TZ,UA,UG,US,UZ,VE,VN,ZA
2023-08-22T10,80,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,4,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,3,0,1,2,0,1,0,11,0,0,1,0
2023-08-22T11,85,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,4,5,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,1,5,0,0,0,0,2,0,0,4,0,0,0,15,0,0,0,0
2023-08-22T12,94,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,1,0,0,9,0,1,0,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,4,0,1,7,0,0,0,16,0,0,0,0
2023-08-22T13,111,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,9,0,0,0,0,0,0,2,0,6,4,0,1,0,4,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,1,0,0,0,0,5,1,0,0,0,0,0,1,0,2,1,0,0,0,6,0,0,0,0,8,0,0,5,0,1,0,12,0,0,1,0
2023-08-22T14,112,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,0,0,0,0,14,0,0,0,0,0,0,1,0,3,6,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,2,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,12,0,0,6,0,1,0,20,0,1,0,0
2023-08-22T15,115,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,13,0,0,0,0,14,0,0,0,0,2,0,0,0,5,10,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,6,0,1,0,0,10,0,0,5,0,2,0,14,0,1,0,0
2023-08-22T16,110,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,14,0,0,0,0,13,0,0,0,0,3,0,0,0,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,8,0,0,5,0,1,0,23,0,0,0,0
2023-08-22T17,119,3,1,0,0,1,0,0,0,0,1,0,0,2,0,1,1,0,1,12,0,0,0,0,20,0,0,0,0,3,0,1,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,5,0,0,0,20,0,0,0,0
2023-08-22T18,144,2,0,0,1,1,0,0,0,0,3,0,0,3,0,0,4,2,0,14,0,0,0,0,35,0,0,0,0,2,0,0,0,8,10,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,5,0,0,0,0,3,0,0,1,0,0,0,20,0,0,0,0
2023-08-22T19,178,1,0,1,1,2,0,0,0,0,2,0,0,2,0,0,10,3,0,17,0,0,0,0,39,0,0,0,0,2,0,0,0,8,13,0,0,0,1,0,0,0,2,0,1,0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,4,0,0,2,0,0,0,27,0,0,0,0
2023-08-22T20,160,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,11,2,0,14,0,0,0,0,34,0,0,0,0,2,0,0,0,6,10,0,0,0,2,0,0,1,0,2,2,0,1,0,11,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,6,0,0,0,0,1,0,1,1,0,0,0,28,0,0,0,0
2023-08-22T21,129,2,0,1,1,2,0,0,0,0,1,0,0,3,0,0,6,1,0,16,0,0,0,0,17,0,0,0,0,1,0,1,0,3,7,0,0,0,2,0,0,2,0,0,2,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,7,0,0,0,0,3,0,0,0,0,0,0,27,0,0,1,0
2023-08-22T22,85,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,1,0,4,0,0,0,0,6,0,0,0,0,2,0,0,0,3,7,0,0,0,0,0,0,1,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,6,0,0,0,0,2,0,0,0,0,0,0,23,0,0,0,0
2023-08-22T23,97,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16,1,1,6,0,0,0,0,6,0,0,0,0,1,0,1,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,1,0,0,0,34,0,0,0,1
2023-08-23T00,70,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,1,3,0,0,0,0,3,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,31,0,0,0,0
2023-08-23T01,83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,1,0,0,0,2,0,0,0,0,1,0,0,0,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,2,0,0,4,0,0,0,36,0,0,0,0
2023-08-23T02,101,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,2,1,0,0,0,5,0,0,0,0,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,48,0,1,0,0
2023-08-23T03,71,4,0,3,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,26,0,0,1,0
2023-08-23T04,51,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,20,0,0,0,0
2023-08-23T05,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,0,0,0,15,0,0,0,0
2023-08-23T06,63,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,1,1,0,1,0,24,0,0,0,0
2023-08-23T07,100,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,0,0,0,0,6,0,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,1,0,3,0,0,0,0,5,0,0,0,0,2,0,0,4,0,0,0,35,0,0,1,0
2023-08-23T08,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,7,0,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,4,0,1,0,21,0,0,0,0
2023-08-23T09,84,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,1,5,0,0,0,2,0,0,1,0,1,1,0,0,0,2,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,0,0,0,6,0,0,0,0,2,0,0,4,0,0,0,24,0,0,0,0
2023-08-23T10,111,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,10,0,0,0,0,5,0,0,0,0,1,0,0,0,7,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,3,0,1,0,32,0,1,0,0
2023-08-23T11,103,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,6,0,0,0,0,1,0,0,0,3,2,0,0,0,6,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,3,0,0,5,0,0,0,22,0,0,0,1
2023-08-23T12,110,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,20,0,0,0,0,11,0,0,0,0,2,0,0,0,4,2,0,0,0,3,0,0,1,0,0,6,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,1,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,7,0,0,0,0,4,0,0,5,0,0,0,12,0,0,0,0
2023-08-23T13,111,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,19,0,0,0,0,9,0,0,0,0,0,0,1,0,4,2,0,0,0,6,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,3,6,0,0,0,0,5,0,0,8,0,0,0,22,0,0,0,0
2023-08-23T14,141,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,0,14,0,0,0,0,9,0,0,0,0,2,0,0,0,8,3,0,0,0,4,0,1,0,3,0,1,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,1,0,0,6,0,1,0,0,0,0,1,0,2,0,0,0,3,9,0,0,0,0,6,0,0,10,0,0,0,30,0,0,0,0
2023-08-23T15,113,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,16,0,0,0,0,12,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,0,1,0,0,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,5,0,1,12,0,0,0,13,0,0,0,0
2023-08-23T16,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,11,0,0,0,0,10,0,0,0,0,2,0,1,0,10,5,0,1,0,2,0,0,0,0,0,1,0,0,0,7,15,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,6,0,0,0,0,4,0,1,8,0,0,0,28,0,0,0,1
2023-08-23T17,118,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,11,0,0,0,0,16,0,0,0,0,3,0,0,0,11,5,0,0,0,2,2,0,1,0,0,1,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,5,0,1,7,0,0,0,21,0,0,1,0
2023-08-23T18,134,2,0,0,1,0,0,0,0,0,1,0,0,2,1,0,2,2,1,17,0,0,0,0,23,0,0,0,0,5,0,0,0,9,13,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,5,0,0,0,0,0,0,1,5,0,0,0,19,0,0,0,0
2023-08-23T19,186,3,0,0,1,0,0,0,0,0,1,0,0,3,0,0,4,3,1,15,1,0,0,0,30,0,0,0,0,1,0,0,0,13,21,0,0,0,3,0,0,2,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1,0,2,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,4,8,0,0,0,0,2,0,0,3,0,1,0,32,0,0,1,0
2023-08-23T20,153,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,4,1,0,12,2,0,0,1,23,0,0,0,0,1,0,0,0,10,10,0,0,0,2,0,0,1,0,0,1,0,0,0,13,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,1,3,1,1,0,25,0,0,1,1
2023-08-23T21,138,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,15,1,0,0,0,12,0,0,0,0,2,0,0,0,6,11,0,0,0,2,0,0,1,0,0,1,0,0,0,14,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,7,0,0,0,0,2,0,0,1,0,0,0,25,0,0,0,0
2023-08-23T22,107,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,6,0,0,0,0,9,0,0,0,0,2,0,0,1,6,7,0,0,0,2,0,0,1,0,0,0,0,0,0,10,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,1,0,1,1,32,0,0,0,0
2023-08-23T23,103,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,2,5,0,0,0,0,4,0,0,0,0,1,0,0,0,2,3,0,0,0,4,0,0,0,0,0,1,1,0,0,5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,2,0,0,1,38,0,0,0,0
2023-08-24T00,110,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,2,5,0,0,0,0,6,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,3,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,4,0,0,0,51,1,0,0,0
2023-08-24T01,95,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,0,0,43,1,0,0,0
2023-08-24T02,74,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,7,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,3,0,0,0,31,0,0,0,0
2023-08-24T03,66,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,29,0,0,1,0
2023-08-24T04,65,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,0,0,0,0,0,0,0,1,0,0,1,15,0,0,2,1
2023-08-24T05,74,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,5,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,3,0,0,1,0,1,1,19,0,0,1,1
2023-08-24T06,72,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,2,3,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,1,0,0,1,13,0,0,1,0
2023-08-24T07,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,7,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,19,0,0,0,0
2023-08-24T08,71,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,17,0,0,0,0,6,0,0,0,0,1,0,0,0,1,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,0,3,0,0,0,17,0,0,0,0
2023-08-24T09,78,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13,0,0,0,1,5,0,0,0,0,0,0,0,0,8,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,7,0,0,0,0,1,0,0,4,0,0,0,13,0,0,0,2
2023-08-24T10,76,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,1,0,0,2,0,1,0,16,0,0,1,1
2023-08-24T11,110,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,15,0,0,0,0,9,0,0,0,0,1,0,0,0,5,2,0,1,0,10,0,0,1,0,0,1,0,0,0,2,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,2,0,0,0,0,0,0,2,0,0,0,2,10,0,0,0,0,2,0,0,2,0,0,0,17,0,0,4,0
2023-08-24T12,149,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,15,0,0,0,0,10,1,1,0,0,1,0,0,0,4,5,0,0,0,12,0,0,0,0,0,4,0,1,0,4,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,1,0,1,0,0,0,0,0,0,2,2,0,0,1,17,0,0,0,0,8,0,0,6,0,0,0,26,0,0,2,0
2023-08-24T13,137,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,13,0,0,0,0,12,3,0,0,0,1,0,0,0,8,6,0,0,0,24,0,0,1,0,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,6,0,0,0,0,20,0,0,7,0,0,0,9,0,0,0,0
2023-08-24T14,106,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,12,0,0,0,0,8,0,0,0,0,0,0,1,0,5,5,0,0,0,4,0,1,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,16,0,0,6,0,0,0,17,0,0,0,0
2023-08-24T15,125,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,13,0,1,0,1,1,0,0,0,9,5,0,0,0,3,0,0,0,0,1,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,1,0,0,2,0,1,0,4,0,0,0,1,7,0,0,0,0,16,0,1,8,0,0,0,15,0,0,0,0
2023-08-24T16,118,5,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,4,0,0,0,0,17,0,0,0,1,3,0,0,0,12,7,0,0,0,2,0,1,1,0,0,1,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,10,0,1,2,0,0,0,12,0,0,0,0
2023-08-24T17,141,3,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,28,0,0,0,0,3,0,0,0,12,9,0,1,0,3,0,0,0,0,0,1,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,2,0,1,0,1,0,0,0,0,9,0,0,0,0,7,0,0,3,0,0,0,22,0,0,0,1
2023-08-24T18,170,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,4,1,0,0,0,38,0,0,0,0,3,0,0,0,14,16,0,1,0,3,2,1,0,1,0,0,0,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,0,0,6,8,0,0,0,0,2,0,0,1,0,0,0,20,0,0,1,1
2023-08-24T19,151,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,0,2,1,0,0,0,26,0,0,0,0,4,0,1,0,12,16,0,0,0,3,2,0,0,1,0,0,0,0,0,5,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,4,8,0,0,0,0,1,1,0,2,0,1,0,14,0,0,0,2
2023-08-24T20,141,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,4,0,0,0,1,26,0,0,0,0,5,0,0,0,9,12,0,0,0,1,0,1,1,0,0,0,0,1,0,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,6,0,0,0,0,1,0,1,2,0,0,0,27,0,0,1,0
2023-08-24T21,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,15,0,0,0,0,3,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,6,0,0,1,0,0,0,1,2,0,0,0,23,0,0,0,0
