bucket,total,--,AE,AM,AR,AT,AU,BA,BB,BD,BE,BG,BH,BO,BR,BY,CA,CH,CI,CL,CN,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FJ,FR,GB,GE,GH,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KE,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MK,MM,MN,MO,MT,MX,MY,MZ,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PS,PT,PY,RO,RS,RU,RW,SA,SE,SG,SI,SK,TH,TN,TR,TW,UA,US,UY,UZ,VE,VN,ZA
2023-10-03T12,130,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,6,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,6,0,0,0,0,1,0,0,0,2,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,3,0,1,0,1,0,3,0,0,0,7,0,0,4,0,0,3,0,43,0,0,0,0,0
2023-10-03T13,113,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,9,0,1,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,5,0,0,11,0,0,4,1,29,0,0,0,0,0
2023-10-03T14,156,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,9,4,0,0,0,0,5,0,0,0,0,0,3,0,1,7,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,1,0,1,0,1,0,0,0,2,1,0,2,5,0,0,14,0,0,4,0,48,0,0,0,1,0
2023-10-03T15,130,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,3,0,0,0,0,23,0,0,0,0,0,0,4,0,0,0,10,5,0,0,0,0,4,0,0,0,0,0,1,0,0,14,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,5,0,0,13,0,0,3,0,25,0,0,0,0,0
2023-10-03T16,178,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,6,0,0,0,0,33,0,0,0,0,0,0,6,0,0,0,15,6,0,0,0,0,2,0,1,0,2,1,0,0,0,16,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,2,6,0,2,7,0,0,1,1,45,0,0,0,0,1
2023-10-03T17,189,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,6,0,0,1,4,0,0,0,0,37,0,0,0,0,0,0,3,0,0,0,11,5,0,0,0,0,4,0,1,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,15,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,5,0,1,9,0,0,2,1,50,0,1,0,1,0
2023-10-03T18,162,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5,1,0,0,1,0,0,0,0,24,0,0,0,0,0,0,5,0,0,0,8,13,0,0,0,0,1,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,2,0,1,0,1,0,4,0,0,4,12,0,0,7,0,2,1,0,26,0,0,0,0,0
2023-10-03T19,159,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,9,2,0,0,0,0,0,1,0,30,0,0,0,0,0,0,4,0,0,0,9,8,0,0,0,0,2,1,0,0,0,0,2,0,0,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,0,1,0,0,0,0,2,0,1,0,1,0,6,0,0,3,6,0,0,5,0,2,0,0,30,0,0,0,0,0
2023-10-03T20,150,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,3,0,0,2,0,0,0,0,20,0,0,0,0,0,0,2,0,0,0,12,8,0,0,0,0,2,0,0,0,0,0,0,1,0,14,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,0,0,1,0,2,0,1,0,0,2,5,0,0,8,0,1,0,0,28,0,0,0,0,0
2023-10-03T21,114,2,0,0,1,0,1,0,0,0,0,0,0,0,3,0,8,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,5,10,0,0,2,0,1,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,6,0,0,1,0,0,0,0,30,0,0,0,0,0
2023-10-03T22,116,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,11,1,0,0,4,0,0,0,2,8,0,0,0,0,0,0,2,0,0,0,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,2,0,2,0,0,1,5,0,0,1,0,1,0,0,32,0,0,0,0,0
2023-10-03T23,108,2,0,0,2,0,1,0,0,0,0,0,0,0,2,0,14,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,5,0,0,1,0,0,0,0,42,0,0,0,1,0
2023-10-04T00,100,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,5,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,1,0,2,0,1,0,0,0,5,0,0,1,0,0,0,0,41,0,0,0,1,0
2023-10-04T01,78,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,1,0,1,0,0,34,0,0,0,0,0
2023-10-04T02,84,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,11,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,1,0,0,0,0,33,0,0,0,0,0
2023-10-04T03,67,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,26,0,0,0,0,0
2023-10-04T04,80,3,0,0,1,1,0,0,0,2,0,0,0,0,2,0,4,0,0,0,8,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,34,0,0,0,0,0
2023-10-04T05,72,3,1,0,0,0,0,0,0,1,0,0,0,0,2,0,5,1,0,0,7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,1,0,25,0,0,0,0,0
2023-10-04T06,73,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,7,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,7,0,0,0,0,0,0,0,24,0,0,0,0,0
2023-10-04T07,72,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,4,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,1,6,0,0,3,0,0,1,0,26,0,0,0,0,1
2023-10-04T08,78,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,6,0,0,8,0,1,1,0,14,0,0,0,0,0
2023-10-04T09,84,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,2,0,0,0,0,0,5,1,0,0,5,0,0,1,0,0,2,0,26,0,0,0,0,0
2023-10-04T10,87,3,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,8,0,0,1,9,0,0,2,0,1,5,0,20,0,0,0,1,0
2023-10-04T11,86,1,0,0,0,0,1,0,0,2,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,4,2,0,0,0,0,1,0,1,2,0,4,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,8,0,0,1,0,1,4,1,19,0,0,0,1,0
2023-10-04T12,94,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,4,1,0,0,0,0,2,2,0,0,0,0,0,0,2,4,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,2,10,0,0,5,0,2,6,0,21,0,0,0,3,0
2023-10-04T13,106,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,1,0,0,0,0,0,1,0,0,0,9,2,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,3,7,0,0,7,0,2,3,0,27,0,0,0,1,0
2023-10-04T14,130,1,0,0,0,2,0,0,0,1,1,0,0,0,1,0,4,1,0,1,7,0,0,0,0,15,1,0,0,0,0,0,2,0,0,0,5,1,0,0,0,0,5,0,0,0,0,0,0,0,1,8,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,1,0,0,0,1,0,2,0,4,0,0,1,7,0,0,12,0,1,5,0,23,0,0,0,0,0
2023-10-04T15,121,1,0,0,1,3,0,0,0,1,1,0,0,0,1,0,2,1,0,2,3,0,0,0,0,17,1,0,0,0,0,0,1,0,0,0,6,4,0,0,0,0,5,0,0,0,0,0,0,0,1,7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,2,0,1,0,0,0,0,0,4,0,0,5,5,0,0,8,0,1,4,1,23,0,0,0,0,0
2023-10-04T16,163,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,1,0,0,11,0,0,0,0,28,0,0,0,0,1,0,4,0,1,0,7,8,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,8,6,0,0,10,0,1,7,0,25,0,0,0,0,0
2023-10-04T17,178,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,3,0,0,12,0,0,0,1,37,1,0,0,0,5,0,4,0,0,0,6,6,0,0,0,1,3,1,1,1,0,1,0,0,1,14,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,1,6,0,0,8,0,0,1,0,24,0,0,1,1,0
2023-10-04T18,209,2,0,0,1,0,0,0,0,0,2,1,0,0,1,0,5,2,0,0,17,0,0,0,0,37,1,0,0,0,3,0,4,0,0,0,6,16,0,0,0,1,4,2,0,0,0,2,0,0,2,12,0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,19,1,1,0,0,1,0,3,0,0,0,2,0,5,0,0,9,6,0,0,3,0,2,1,0,28,0,0,0,0,0
2023-10-04T19,174,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,15,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,2,0,0,1,0,0,2,0,0,15,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,17,1,0,0,0,1,0,3,0,1,0,2,0,2,0,0,5,8,0,0,2,0,1,0,1,23,0,0,0,0,0
2023-10-04T20,157,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,21,0,0,0,0,22,0,0,0,0,0,0,1,1,0,0,9,7,0,0,0,0,2,0,0,1,0,0,3,0,0,18,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,3,0,2,0,1,0,4,0,0,3,7,0,0,2,0,2,1,0,23,0,0,1,0,0
2023-10-04T21,138,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,13,0,0,0,0,12,0,0,0,0,0,0,1,0,1,0,9,6,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,0,1,0,2,0,4,0,0,0,7,0,0,2,0,2,0,0,31,0,0,0,0,0
2023-10-04T22,128,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,1,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,8,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,2,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,5,0,0,7,0,0,1,0,36,0,0,0,0,0
2023-10-04T23,130,2,0,0,2,0,1,0,0,0,0,0,0,0,1,0,15,1,0,0,2,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,1,0,0,1,0,1,0,0,0,7,0,4,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,2,0,1,0,0,0,3,0,0,0,5,0,0,2,0,0,0,0,44,0,0,0,0,1
2023-10-05T00,108,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,3,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,10,0,0,3,0,0,0,0,47,1,0,0,0,0
2023-10-05T01,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,2,0,0,2,0,48,1,0,0,0,0
2023-10-05T02,100,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,7,0,0,3,0,0,1,0,51,0,0,0,0,1
2023-10-05T03,78,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,5,0,0,4,0,0,3,0,35,0,0,0,1,0
2023-10-05T04,80,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,4,0,0,0,0,26,0,0,0,0,1
2023-10-05T05,82,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,11,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,9,0,0,2,1,21,0,0,0,0,0
2023-10-05T06,89,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,6,0,0,1,0,1,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,2,0,0,0,7,0,0,7,0,0,1,0,26,0,0,0,1,1
2023-10-05T07,93,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,4,0,0,0,1,0,2,0,0,1,5,0,0,6,0,1,4,0,22,0,0,0,0,0
2023-10-05T08,135,1,0,0,0,0,1,0,0,2,1,1,0,0,2,0,2,1,0,0,22,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,6,3,0,0,0,0,4,0,0,0,0,2,2,0,0,2,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,1,1,0,4,0,1,0,1,0,2,1,0,0,5,0,0,6,0,1,6,0,17,0,0,0,2,0
2023-10-05T09,123,2,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,20,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,4,5,1,0,1,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,5,0,0,6,0,0,12,0,20,0,0,0,1,0
2023-10-05T10,118,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,5,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,2,0,0,5,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,1,0,2,0,1,0,2,0,2,0,0,0,5,0,0,4,0,0,9,0,42,0,0,0,2,0
2023-10-05T11,95,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,8,0,0,0,0,1,1,0,0,2,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,0,2,0,2,0,0,0,1,0,2,0,0,0,7,0,0,5,0,0,7,0,15,0,0,0,1,2
2023-10-05T12,134,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,19,0,0,0,0,0,2,0,0,4,0,2,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,13,0,0,12,0,1,11,0,17,0,0,0,0,0
2023-10-05T13,133,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,11,0,0,0,0,0,2,0,0,6,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,7,0,0,13,0,0,22,0,21,0,0,0,0,0
2023-10-05T14,130,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,1,0,1,0,6,2,0,0,0,0,3,0,0,0,0,0,1,0,0,10,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,2,0,0,0,1,0,2,0,0,1,7,0,0,13,0,1,15,0,17,0,0,0,0,0
2023-10-05T15,169,2,1,0,0,1,0,0,0,1,1,0,0,0,4,0,6,0,0,0,3,0,0,0,0,13,1,0,0,0,2,1,0,0,0,0,8,2,0,0,0,0,2,0,1,0,0,1,3,0,0,13,0,2,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,2,0,3,0,0,0,1,0,0,1,8,0,0,17,0,1,14,1,23,0,0,0,0,0
2023-10-05T16,158,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,4,0,0,0,1,22,0,0,0,0,3,0,0,0,0,0,11,3,0,0,0,0,1,0,1,1,0,0,2,1,0,12,0,4,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,3,0,4,0,0,0,2,0,0,1,5,0,0,14,0,2,6,1,19,0,0,1,0,0
2023-10-05T17,159,2,0,0,1,1,1,0,1,0,2,0,0,0,2,0,2,1,0,0,2,0,0,0,0,27,0,0,0,0,0,0,2,0,0,0,12,10,0,0,0,0,3,0,1,0,0,0,1,0,0,12,0,3,0,0,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,5,0,0,8,0,2,6,1,21,0,0,0,0,0
2023-10-05T18,198,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,4,0,0,0,3,0,0,0,0,37,1,0,0,0,0,0,3,0,0,0,10,22,0,0,0,0,6,0,0,1,0,0,0,0,0,11,0,2,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,9,6,0,0,9,0,1,5,0,25,0,0,0,0,0
2023-10-05T19,216,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,3,0,0,2,0,0,0,2,28,0,0,0,0,0,0,1,0,0,0,11,16,1,0,0,0,3,0,0,0,0,0,3,0,0,15,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,18,2,1,0,0,0,0,3,0,3,0,1,0,2,1,0,2,5,0,0,8,0,2,10,0,34,0,0,0,1,1
2023-10-05T20,183,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,2,0,0,2,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,1,0,0,1,0,0,2,0,0,20,0,0,1,0,26,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,12,1,0,0,0,1,0,5,0,4,0,0,0,1,1,0,1,5,0,0,6,0,0,7,1,21,0,0,0,0,0
2023-10-05T21,157,2,0,0,0,1,0,0,0,1,0,0,0,0,5,0,6,1,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,1,0,0,0,0,0,2,0,0,20,0,1,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,1,6,0,0,5,0,0,6,0,24,0,0,0,0,0
2023-10-05T22,152,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,8,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,4,9,0,1,0,0,1,0,0,1,0,2,0,0,0,9,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,1,5,0,0,2,0,0,5,1,41,0,1,0,1,0
2023-10-05T23,160,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,1,1,0,8,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,1,8,0,0,0,0,1,0,0,0,0,1,0,0,1,7,0,7,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,5,0,0,0,0,1,0,3,0,2,0,0,0,4,0,0,1,5,0,0,1,0,0,6,0,50,0,1,0,0,0
2023-10-06T00,131,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,1,0,0,6,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,1,1,0,1,0,0,4,0,3,0,0,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,7,0,0,2,0,0,7,0,41,0,0,0,2,0
