bucket,total,--,AE,AL,AM,AR,AT,AU,AZ,BA,BD,BE,BF,BG,BO,BR,BY,CA,CH,CI,CL,CN,CO,CR,CY,CZ,DE,DK,DM,DO,EC,EG,ES,FI,FR,GB,GH,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KG,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MC,MK,MN,MO,MX,MY,MZ,NA,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PR,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SI,SK,SR,SY,TH,TR,TT,TW,TZ,UA,UG,US,UY,UZ,VE,VN,WS,ZA,ZM,ZW
2023-05-16T08,83,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,5,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0
2023-05-16T09,88,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,8,0,0,0,0,9,0,0,0,0,0,0,1,4,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,5,0,0,1,0,0,0,19,0,0,0,1,0,0,0,0
2023-05-16T10,81,3,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,5,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,1,0,0,2,0,0,0,17,0,0,0,0,0,0,0,0
2023-05-16T11,93,1,0,0,0,1,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,6,0,0,0,0,10,0,0,0,0,0,0,1,3,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,5,0,0,12,0,0,0,15,0,0,0,0,0,0,0,0
2023-05-16T12,102,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,10,0,0,0,0,13,0,0,1,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,6,0,0,5,0,1,0,12,0,0,0,0,0,0,0,0
2023-05-16T13,116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,9,0,0,0,0,15,0,0,1,0,0,1,0,7,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,7,0,0,0,0,9,0,0,6,0,0,0,17,0,0,0,1,0,0,0,0
2023-05-16T14,132,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,9,0,0,0,0,15,0,0,0,0,0,2,0,9,5,1,0,0,2,0,0,0,0,0,0,2,0,0,0,8,1,1,0,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,5,0,0,0,0,14,1,0,4,0,0,0,20,0,0,0,2,0,0,0,0
2023-05-16T15,140,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,6,0,0,0,0,20,0,0,0,0,0,2,0,11,8,1,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,0,0,15,1,0,5,0,1,0,19,0,0,0,1,0,0,0,0
2023-05-16T16,175,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,0,14,0,0,0,0,37,0,0,0,0,0,3,0,12,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,1,5,0,0,0,0,10,1,0,4,0,1,0,25,0,0,0,1,0,0,0,1
2023-05-16T17,201,3,0,0,0,0,1,0,1,2,0,1,0,0,0,1,0,4,2,0,0,19,0,0,0,0,56,0,0,0,0,0,10,0,8,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,5,0,0,0,0,9,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0
2023-05-16T18,193,4,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,8,1,0,0,16,0,0,0,0,47,0,0,0,0,0,4,0,12,12,0,0,0,1,0,0,0,0,0,0,2,0,0,0,14,0,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,5,0,0,0,0,3,2,0,1,1,1,0,18,0,0,1,2,0,1,0,0
2023-05-16T19,209,3,0,0,0,1,1,0,1,1,0,0,0,0,0,4,0,9,3,0,0,22,0,0,0,0,51,0,0,0,0,0,4,0,9,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,6,0,0,0,0,6,2,0,1,0,0,0,21,0,0,1,2,0,1,0,0
2023-05-16T20,172,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,5,1,0,0,22,0,0,0,0,38,0,0,0,0,0,1,0,9,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,3,6,0,0,0,0,6,1,0,1,0,0,0,15,0,0,0,0,0,0,0,0
2023-05-16T21,156,4,0,0,0,1,1,0,1,0,0,1,0,0,0,2,0,5,1,0,2,14,0,0,0,0,21,0,0,0,0,0,2,0,9,8,0,0,0,2,0,0,0,0,1,0,0,0,0,0,17,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,6,0,0,0,0,4,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0
2023-05-16T22,113,3,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,8,1,0,0,11,0,0,0,0,15,0,0,1,0,0,3,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,5,0,0,0,0,1,0,0,2,0,1,0,20,0,0,0,0,0,0,0,0
2023-05-16T23,112,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,10,0,0,1,0,0,1,0,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,1,0,1,0,0,1,0,30,0,0,0,1,0,0,0,0
2023-05-17T00,98,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,0,0,0,9,0,0,0,0,6,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,3,0,0,0,0,2,0,33,0,0,0,1,0,0,0,0
2023-05-17T01,123,3,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,16,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,1,6,0,3,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1,0,0,0,0,0
2023-05-17T02,107,3,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,8,0,0,0,3,2,0,0,0,11,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,1,0,0,2,0,0,0,40,0,0,1,1,0,0,0,1
2023-05-17T03,88,2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,3,1,0,0,7,2,0,0,0,6,0,0,0,0,0,0,0,3,2,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,29,0,0,0,1,0,0,0,1
2023-05-17T04,91,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,3,0,0,1,23,1,0,0,0,9,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,18,0,0,0,2,0,0,0,0
2023-05-17T05,123,6,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,6,0,0,0,20,0,0,0,0,8,0,0,1,0,0,0,1,5,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,8,0,0,0,0,13,0,0,1,0,1,0,28,0,0,0,0,0,0,0,0
2023-05-17T06,107,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,21,0,0,0,0,8,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,12,1,0,2,0,1,0,22,0,0,0,1,0,0,0,1
2023-05-17T07,92,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,11,0,0,0,0,0,1,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,6,0,0,0,0,4,0,0,3,0,0,0,16,0,0,0,2,0,0,0,0
2023-05-17T08,82,3,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,15,0,0,0,0,8,0,0,0,0,0,0,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,7,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0
2023-05-17T09,103,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,9,0,0,0,0,0,2,1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,6,0,0,0,0,7,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0
2023-05-17T10,107,3,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,2,0,0,0,18,0,0,0,0,11,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,6,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,5,1,0,4,0,0,0,17,0,0,0,1,0,0,0,0
2023-05-17T11,138,4,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,2,0,0,0,25,0,0,0,0,9,0,0,0,0,0,2,0,4,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,1,0,6,0,0,0,2,7,0,0,0,0,6,0,0,7,0,2,0,23,0,0,0,1,0,1,0,0
2023-05-17T12,144,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,0,0,0,23,0,0,0,0,8,0,0,1,0,0,0,0,4,4,0,0,0,11,0,0,0,2,0,0,1,1,0,0,3,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,2,0,4,0,0,0,1,12,0,0,0,0,4,0,0,8,0,0,1,22,0,0,0,1,0,1,0,0
2023-05-17T13,140,5,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,0,0,0,22,0,0,0,0,10,0,0,0,0,0,3,1,3,2,0,0,0,16,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,8,0,0,0,0,11,0,0,5,0,0,1,20,0,0,0,0,0,0,0,0
2023-05-17T14,152,3,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,4,0,0,0,25,0,0,0,0,14,0,0,1,0,0,5,0,7,5,0,2,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,3,0,0,0,1,0,2,0,0,0,1,5,0,0,1,0,17,0,0,11,0,0,0,16,0,0,0,0,0,0,0,0
2023-05-17T15,150,4,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,1,0,1,21,0,0,0,0,15,0,1,1,0,0,5,0,7,10,0,0,0,5,0,0,1,1,0,0,1,0,0,0,7,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,13,1,0,5,0,0,0,18,0,0,0,2,0,0,0,0
2023-05-17T16,139,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,1,11,0,0,0,1,18,0,0,0,0,0,5,1,8,6,0,0,0,2,0,0,0,1,0,0,2,0,0,0,14,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,10,1,0,1,0,0,0,17,0,0,0,4,0,0,0,0
2023-05-17T17,174,5,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,4,2,0,3,7,0,0,0,1,29,1,0,0,0,0,5,0,8,9,0,0,0,1,0,1,0,1,0,0,2,0,0,0,13,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,21,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,2,5,0,0,0,0,15,2,0,1,0,1,0,19,0,0,0,0,0,0,0,0
2023-05-17T18,194,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,9,1,0,0,5,0,0,0,0,40,1,0,0,0,0,5,0,8,21,0,0,0,1,0,2,0,0,8,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0,2,5,0,0,0,0,9,3,0,0,0,0,0,23,1,0,0,0,0,0,0,0
2023-05-17T19,163,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,10,1,0,2,4,0,0,1,0,29,0,0,0,0,0,2,0,8,12,0,0,0,4,0,0,0,0,2,0,1,0,0,0,13,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,3,5,0,0,0,0,6,2,0,0,0,1,0,18,0,0,0,2,0,0,0,0
2023-05-17T20,178,5,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,5,3,0,1,4,0,0,0,0,30,0,0,0,0,0,3,0,10,15,0,0,0,4,0,0,0,0,0,0,0,0,2,0,25,0,3,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,6,0,0,0,0,5,1,0,3,0,1,0,19,0,0,0,2,0,0,0,0
2023-05-17T21,145,4,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,11,3,0,0,5,1,0,0,0,23,0,0,0,0,0,2,0,9,12,0,0,0,1,0,0,0,0,0,0,0,0,1,1,15,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,6,0,0,0,0,7,3,0,0,0,1,0,14,0,1,0,1,0,2,0,0
2023-05-17T22,126,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,20,0,0,0,0,22,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,1,6,0,0,0,0,4,3,0,1,0,0,0,22,0,0,0,0,0,0,0,0
2023-05-17T23,120,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,20,0,0,0,0,12,0,0,0,0,0,1,0,3,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,0,4,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
2023-05-18T00,131,5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,16,0,0,0,19,0,0,0,0,6,0,0,0,0,0,1,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,6,0,0,0,0,3,0,0,2,0,0,0,42,0,0,0,0,0,0,0,0
2023-05-18T01,116,5,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,10,0,0,1,18,0,0,0,0,8,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,0,0,2,0,0,0,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,3,0,0,1,0,0,0,35,0,0,0,0,0,0,0,1
2023-05-18T02,112,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,17,0,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,1,0,2,0,1,0,45,0,0,0,2,0,0,0,0
2023-05-18T03,93,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,32,0,0,0,1,0,0,0,0
2023-05-18T04,72,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0
2023-05-18T05,82,2,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,8,0,0,0,20,0,0,0,0,8,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,5,0,0,0,0,1,0,0,1,0,1,0,16,0,0,0,0,0,0,0,0
2023-05-18T06,79,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,18,0,0,0,0,8,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,1,3,0,0,0,16,0,0,0,0,0,0,0,0
2023-05-18T07,78,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,15,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,1,0,1,3,0,0,0,11,1,0,0,0,0,0,0,0
2023-05-18T08,95,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,5,2,0,0,14,0,0,0,1,8,0,0,0,0,0,0,0,4,6,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,1,0,2,0,0,0,1,0,2,0,0,0,1,5,0,0,0,0,3,0,0,4,0,0,0,13,1,0,0,0,0,0,0,0
2023-05-18T09,91,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,2,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,3,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,6,0,0,0,0,3,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0
2023-05-18T10,94,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,4,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,8,1,0,2,0,0,0,15,0,0,0,1,0,0,0,0
2023-05-18T11,109,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,5,0,0,0,0,12,0,0,0,0,0,1,0,2,5,0,1,0,12,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,7,2,0,4,0,1,0,12,0,0,0,2,0,0,0,0
2023-05-18T12,111,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,10,0,0,1,0,0,1,0,7,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,13,0,0,0,0,7,1,0,7,0,0,0,13,0,0,0,1,0,0,0,0
2023-05-18T13,145,5,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,2,1,0,0,12,0,0,0,0,10,2,0,0,0,0,1,0,5,3,0,1,0,25,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,7,0,0,0,0,21,0,0,3,0,0,0,17,0,0,0,2,0,0,0,0
2023-05-18T14,131,4,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,5,0,0,0,9,1,0,0,0,14,0,0,0,0,0,1,0,3,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,6,0,0,0,0,17,1,0,6,0,0,0,22,0,0,0,2,0,0,0,0
2023-05-18T15,143,3,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,6,0,0,0,4,1,0,0,1,20,0,0,0,0,0,4,0,4,8,0,1,0,5,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,8,0,0,0,0,23,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0
2023-05-18T16,158,3,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,7,1,0,0,4,0,0,0,0,20,0,0,1,0,0,3,0,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,1,0,2,0,1,0,0,1,6,0,0,0,1,7,0,0,0,0,16,0,0,2,0,1,0,19,0,0,0,2,0,1,0,0
2023-05-18T17,151,2,2,0,0,0,2,0,1,0,0,1,0,0,0,1,1,5,1,0,0,4,0,0,0,0,28,1,0,0,0,0,4,0,6,10,0,0,0,2,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,2,0,2,0,0,0,5,0,0,0,1,7,0,0,0,0,7,0,0,2,0,1,0,19,0,0,0,0,0,0,0,0
