bucket,total,--,AE,AR,AT,AU,BA,BB,BD,BE,BG,BH,BO,BR,BS,BY,BZ,CA,CH,CI,CL,CM,CN,CO,CR,CV,CZ,DE,DK,DO,DZ,EG,ES,ET,FI,FR,GB,GM,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JM,JP,KE,KG,KH,KR,KZ,LA,LB,LT,LU,LV,MA,MD,MK,MM,MN,MO,MX,MY,NC,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PS,PT,PY,RO,RS,RU,RW,SC,SD,SE,SG,SI,SK,SM,SN,TH,TN,TR,TW,UA,UG,US,UY,UZ,VE,VI,VN,ZA,ZM
2023-11-07T10,95,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,1,4,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,1,0,0,7,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,0,1,0,1,5,0,0,0,0,2,0,0,1,0,1,22,0,0,1,0,1,0,1
2023-11-07T11,95,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,9,1,1,0,0,0,0,0,5,3,0,0,2,0,0,0,5,0,2,1,0,6,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,1,0,1,5,0,0,0,0,4,0,0,7,0,1,14,0,0,0,0,0,0,0
2023-11-07T12,79,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,5,0,0,0,0,7,0,0,0,0,1,0,0,4,3,0,0,1,0,0,1,0,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,5,0,0,0,0,7,0,1,2,0,0,15,0,0,0,0,0,0,0
2023-11-07T13,105,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,10,6,0,1,3,0,0,1,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,7,0,0,0,1,8,0,0,0,0,8,0,1,0,0,0,22,0,0,0,0,0,0,0
2023-11-07T14,134,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,6,0,0,0,1,10,0,0,0,0,0,0,1,7,6,0,2,2,0,0,2,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,2,0,6,0,0,0,2,8,0,0,0,0,16,0,1,2,0,0,26,0,0,1,0,0,1,0
2023-11-07T15,127,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,8,0,0,0,0,16,0,0,0,0,1,0,0,13,5,0,0,3,0,0,1,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,2,7,0,0,0,0,17,0,2,2,0,0,18,0,0,1,0,0,0,0
2023-11-07T16,164,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,15,0,0,0,0,20,0,0,0,0,3,0,1,6,5,0,0,3,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,2,6,0,0,0,0,18,0,3,1,0,0,45,0,0,0,0,0,0,0
2023-11-07T17,166,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,15,0,0,0,0,32,0,0,0,0,2,0,0,13,7,0,0,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6,6,0,0,0,0,13,0,3,0,0,0,25,0,0,0,0,0,0,0
2023-11-07T18,226,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,2,0,0,0,15,0,0,0,2,46,0,0,0,0,5,0,1,5,12,0,0,2,0,0,0,0,0,0,0,0,23,0,6,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,1,0,0,6,5,0,0,0,0,4,0,3,1,0,0,54,0,0,0,0,2,0,0
2023-11-07T19,214,1,0,0,2,1,1,0,0,2,0,0,0,1,0,0,0,7,3,0,0,0,16,0,0,0,0,46,1,0,0,0,2,0,0,11,17,0,0,2,0,0,0,1,0,1,0,0,16,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,7,5,0,0,0,0,5,0,4,0,0,0,43,0,0,0,0,0,0,0
2023-11-07T20,201,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,6,4,0,0,0,16,0,0,0,1,29,0,0,0,0,5,0,1,12,22,0,0,1,0,0,0,0,0,0,0,0,15,0,8,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,13,1,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,3,5,0,0,0,0,1,0,2,2,0,0,31,0,0,0,0,1,1,0
2023-11-07T21,169,4,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,8,2,0,1,0,15,0,0,0,1,28,0,0,0,0,2,0,1,16,8,0,0,1,0,0,0,0,1,0,0,0,19,0,3,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,3,5,0,0,0,0,2,0,2,0,0,0,25,0,0,0,0,0,0,0
2023-11-07T22,172,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,6,0,0,1,0,6,0,0,0,0,15,0,0,0,0,3,0,1,11,8,0,0,1,0,0,0,0,0,0,0,0,22,0,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,56,0,0,0,0,1,0,0
2023-11-07T23,128,2,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,10,1,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,6,13,0,0,1,0,0,1,0,0,1,0,0,16,0,5,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,2,0
2023-11-08T00,125,1,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,11,1,0,1,0,4,0,0,0,0,8,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,56,0,0,0,0,0,1,0
2023-11-08T01,110,6,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,6,1,0,0,0,5,0,0,0,0,0,0,0,3,4,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,1,0,1,0,0,0,46,0,0,0,0,0,0,0
2023-11-08T02,100,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,11,1,0,0,0,5,1,0,0,0,6,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,42,0,1,0,0,0,0,0
2023-11-08T03,122,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,8,0,1,0,0,1,0,0,1,0,0,66,0,0,1,0,0,0,0
2023-11-08T04,72,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,6,0,0,0,0,2,0,0,1,0,0,26,0,0,0,0,0,0,0
2023-11-08T05,64,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,3,0,0,1,0,0,23,0,0,0,0,0,1,0
2023-11-08T06,85,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,4,4,0,0,1,0,1,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,6,0,0,0,0,9,0,0,1,0,0,23,0,0,0,0,0,0,0
2023-11-08T07,81,3,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,4,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,1,0,1,0,0,0,0,0,2,1,0,0,2,0,0,0,1,6,0,0,0,0,2,0,0,0,0,0,23,0,0,0,0,0,0,0
2023-11-08T08,69,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,3,0,0,0,0,0,20,0,0,0,0,0,0,0
2023-11-08T09,85,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,14,0,0,0,0,1,0,0,2,3,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,0,0,0,0,1,0,0,1,0,0,21,0,0,0,0,2,0,0
2023-11-08T10,86,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,10,0,0,0,0,9,0,0,0,0,1,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,6,0,0,0,0,4,0,1,1,0,0,16,0,0,0,0,1,0,0
2023-11-08T11,90,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,4,1,0,0,0,11,0,0,0,0,0,0,0,4,5,0,1,0,0,0,2,0,0,0,0,1,3,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,2,5,0,0,0,0,3,0,1,4,0,0,15,0,0,1,0,0,0,0
2023-11-08T12,90,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,8,1,0,0,1,8,0,0,0,0,1,0,0,2,3,0,0,1,0,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,11,0,0,0,0,4,0,0,4,0,0,15,0,0,0,0,1,0,0
2023-11-08T13,101,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,10,0,0,0,0,8,0,0,0,1,1,0,0,3,2,1,0,3,0,0,2,0,0,1,0,1,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,0,0,0,0,0,0,2,0,2,1,0,0,2,6,0,0,0,0,7,0,0,7,0,0,16,0,0,0,0,0,0,0
2023-11-08T14,142,3,1,0,2,1,0,0,0,1,1,0,0,2,0,0,0,6,1,0,0,0,7,0,0,0,0,20,1,0,0,1,2,0,1,8,6,1,0,3,0,0,0,0,0,2,0,1,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,5,0,0,0,0,16,0,1,10,0,0,16,0,0,0,0,1,0,0
2023-11-08T15,144,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,4,3,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,3,6,4,1,0,2,0,0,0,0,0,0,1,0,11,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,1,0,0,1,0,1,0,4,1,0,0,3,5,0,0,0,0,16,0,1,8,0,0,25,0,0,0,0,0,0,0
2023-11-08T16,128,1,0,0,5,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,2,1,0,0,1,23,0,0,0,0,4,0,0,8,4,0,0,1,0,0,1,0,0,0,1,0,15,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,8,0,1,9,0,0,16,0,0,0,0,0,0,0
2023-11-08T17,158,3,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,4,1,1,0,0,31,0,0,0,0,2,0,0,10,4,0,0,2,0,1,0,0,0,1,0,0,18,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,3,0,0,0,1,4,0,5,0,0,0,7,6,0,0,0,0,9,0,0,2,0,0,22,0,0,0,0,0,0,0
2023-11-08T18,169,2,0,1,1,1,0,0,0,3,0,0,0,3,0,0,0,2,3,0,0,0,3,1,0,0,0,46,0,0,0,0,1,0,0,9,7,0,0,0,0,0,2,0,0,1,0,1,14,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,2,0,1,0,0,0,0,0,0,6,1,0,0,2,5,0,0,0,0,8,0,0,1,0,0,20,0,0,0,0,0,0,0
2023-11-08T19,190,3,0,1,0,1,0,0,0,2,1,0,0,4,0,0,0,6,2,0,0,0,2,0,0,0,1,36,0,1,0,0,3,0,0,16,18,0,0,0,0,0,1,0,0,1,0,1,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18,0,0,0,0,0,2,0,3,2,0,2,0,2,0,7,0,0,0,2,6,0,0,0,0,3,0,2,1,0,0,17,0,0,0,0,1,0,0
2023-11-08T20,171,1,0,1,2,1,1,0,0,4,0,0,0,2,0,0,0,6,2,0,0,0,2,0,0,0,0,29,0,0,0,0,4,0,0,13,18,0,0,0,0,1,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14,1,0,0,0,0,1,0,2,0,0,0,0,3,0,5,1,0,0,5,6,0,0,0,0,4,0,1,0,0,0,21,0,0,0,0,0,0,0
2023-11-08T21,150,6,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,2,3,0,0,1,5,0,0,0,1,27,0,0,0,0,1,0,0,15,14,0,0,1,0,1,0,0,0,1,0,1,17,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,6,0,0,0,0,1,0,1,1,0,0,17,0,0,0,0,0,0,0
2023-11-08T22,158,2,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,7,2,0,0,0,15,0,0,0,1,24,0,0,0,0,0,0,0,9,14,0,0,0,0,0,1,0,0,1,0,0,15,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,2,0,0,2,0,0,0,3,1,0,0,3,6,0,0,0,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0
2023-11-08T23,151,3,0,4,1,2,0,0,0,1,0,0,0,1,0,0,0,5,1,0,0,0,18,0,0,0,0,8,0,0,0,0,0,0,0,5,10,0,0,0,0,0,1,0,0,2,0,2,14,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,0,0,0,2,6,0,0,0,0,1,0,0,0,0,0,40,0,0,0,0,1,0,0
2023-11-09T00,145,2,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,16,0,0,1,0,18,0,0,0,0,7,0,0,0,0,1,0,0,4,8,0,0,0,0,0,1,0,0,1,0,2,1,0,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,48,0,0,0,0,2,0,0
2023-11-09T01,146,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,12,1,0,0,0,18,0,0,0,0,7,0,0,0,0,0,0,0,4,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,3,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,63,0,0,0,0,1,0,0
2023-11-09T02,120,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,6,0,0,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,52,0,0,0,0,1,0,0
2023-11-09T03,100,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,0,16,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,0,1,0,0,1,0,0,37,0,0,0,0,1,0,0
2023-11-09T04,83,2,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,16,0,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0
2023-11-09T05,75,3,1,1,0,2,0,0,2,0,0,0,0,1,0,0,0,4,1,0,0,0,14,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,0
2023-11-09T06,84,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,4,0,0,0,0,16,0,0,0,1,8,1,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
2023-11-09T07,138,4,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,1,5,1,0,0,0,0,0,0,3,2,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,4,0,0,0,1,5,0,0,0,0,1,0,0,1,0,0,74,0,0,0,0,0,0,0
2023-11-09T08,114,2,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,17,0,0,0,0,9,1,0,0,0,1,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,2,0,4,0,0,0,1,6,0,0,0,0,2,0,0,0,0,0,41,0,0,1,0,1,1,0
2023-11-09T09,103,1,0,0,0,6,0,0,1,0,0,0,0,2,0,1,0,2,0,0,0,0,19,1,0,0,0,10,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,1,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,5,0,0,0,1,8,0,0,0,0,1,0,0,3,1,0,18,0,0,1,0,0,0,0
2023-11-09T10,77,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,5,0,0,0,0,1,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,2,0,5,0,0,0,1,6,1,0,0,0,1,0,0,6,0,0,15,0,0,0,0,0,0,0
2023-11-09T11,99,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0,8,0,0,0,0,2,0,0,2,3,0,1,15,0,0,0,0,0,0,0,0,5,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,8,0,0,0,0,3,0,0,3,1,0,20,0,0,0,0,0,0,0
2023-11-09T12,150,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,10,0,0,0,0,1,0,0,6,3,0,0,32,0,0,1,5,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,2,15,0,0,0,0,16,0,1,4,1,0,25,0,0,0,0,0,0,0
2023-11-09T13,127,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,13,0,0,0,0,1,0,0,5,3,0,0,7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,3,0,3,0,0,0,3,11,0,0,0,0,15,0,0,5,0,0,31,0,0,0,0,0,0,0
2023-11-09T14,105,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,6,0,0,0,0,13,0,0,0,0,1,0,0,4,2,0,0,5,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,3,0,3,0,0,0,3,7,0,0,0,0,11,0,0,3,0,0,24,0,0,0,0,0,0,0
2023-11-09T15,131,3,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,4,2,0,0,0,7,0,0,0,1,15,2,0,0,0,3,0,0,5,6,0,0,1,0,0,0,3,1,1,0,2,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2,7,0,0,0,0,15,1,1,5,0,0,20,0,0,0,0,0,0,1
2023-11-09T16,155,3,1,0,2,1,0,0,0,1,0,0,0,2,0,0,0,4,1,0,0,0,3,0,0,0,0,25,0,0,0,0,1,0,1,11,9,0,0,0,0,0,0,3,0,2,0,2,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,3,5,0,0,0,0,11,0,1,6,0,0,24,0,0,0,0,1,0,0
2023-11-09T17,152,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,4,0,0,0,1,28,0,0,0,0,4,0,0,10,10,0,0,1,0,0,0,0,0,2,0,0,20,0,6,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,5,0,0,0,0,8,1,0,2,0,0,23,0,0,0,0,2,0,0
2023-11-09T18,215,4,0,1,1,1,0,0,0,4,0,0,1,2,0,0,0,6,1,0,0,0,0,0,0,0,0,42,0,0,0,0,2,0,1,15,18,0,0,0,0,0,0,0,1,2,1,0,16,0,11,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14,5,0,0,0,0,0,0,4,0,0,0,0,3,0,6,0,0,0,1,6,0,0,0,0,4,1,0,1,0,0,33,0,0,0,0,1,1,0
2023-11-09T19,188,2,0,1,2,1,0,0,0,4,0,0,1,1,0,0,1,6,1,0,0,0,1,0,0,0,0,43,0,0,0,0,3,0,0,10,21,0,0,0,2,0,0,1,0,2,0,0,14,0,6,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,5,0,0,0,0,2,0,4,0,0,0,4,6,0,0,0,0,0,0,2,2,0,0,23,0,0,0,0,0,0,0
2023-11-09T20,157,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,35,0,0,0,0,6,0,0,16,13,0,0,0,0,0,0,0,0,0,0,1,15,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15,1,0,0,0,0,0,0,4,0,0,1,0,0,0,3,0,0,0,6,5,0,0,0,0,1,0,1,3,0,0,19,0,0,0,0,0,1,0
