bucket,total,--,AE,AR,AT,AU,BA,BD,BE,BG,BO,BR,BY,CA,CH,CI,CL,CN,CO,CZ,DE,DK,DO,DZ,EE,EG,ES,ET,FI,FR,GB,GR,GT,HK,HR,HU,ID,IE,IL,IN,IR,IS,IT,JO,JP,KE,KH,KR,KZ,LA,LB,LT,LU,LV,LY,MA,MC,MD,MK,MM,MO,MX,MY,NC,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PR,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SK,TG,TH,TJ,TN,TR,TW,TZ,UA,UG,US,UY,UZ,VE,VN,ZA,ZW
2023-06-13T15,129,2,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,12,0,2,21,0,0,0,0,0,2,0,2,6,8,0,0,2,0,0,0,0,0,0,0,0,8,0,3,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,6,0,0,7,0,0,2,3,0,0,0,12,0,0,0,0,0,0
2023-06-13T16,169,1,0,1,2,0,1,0,0,0,0,0,0,2,3,0,0,19,0,0,38,0,1,0,0,0,4,0,0,7,7,1,1,1,0,0,1,1,0,0,1,0,16,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,2,6,0,0,8,0,0,0,3,0,0,0,22,0,0,0,0,0,0
2023-06-13T17,185,2,0,1,0,0,1,0,2,0,0,0,0,2,2,0,0,17,0,2,52,0,0,0,0,0,9,0,0,5,11,0,0,1,0,0,1,0,0,1,0,0,11,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,2,1,0,0,5,0,0,0,1,6,0,0,18,0,0,0,2,0,0,0,15,0,0,0,1,0,0
2023-06-13T18,187,2,0,1,0,0,1,0,1,0,0,1,0,9,2,0,0,13,1,0,55,0,0,0,0,0,3,0,0,12,11,0,0,1,0,0,0,0,1,1,0,0,10,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,1,0,1,1,0,0,4,0,0,0,0,6,0,0,6,0,0,0,2,0,1,0,21,0,0,0,0,0,0
2023-06-13T19,181,2,0,2,1,0,1,0,1,0,0,1,0,5,1,0,2,13,0,0,36,0,0,0,0,0,1,0,0,12,20,0,0,1,0,1,0,0,1,2,0,0,9,1,2,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,3,8,0,0,6,0,0,2,1,0,1,0,18,0,0,0,0,0,0
2023-06-13T20,170,4,0,0,0,0,1,0,1,0,0,1,0,5,1,0,0,13,0,0,27,0,0,0,0,0,1,0,0,8,17,0,0,1,0,0,0,0,0,0,0,0,21,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,5,0,0,6,0,0,3,1,0,2,0,25,0,0,0,0,0,0
2023-06-13T21,143,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,14,0,1,24,0,0,0,0,0,2,0,0,6,10,0,0,2,0,0,0,0,0,0,0,0,18,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,6,0,0,1,1,0,2,0,25,0,0,0,0,0,0
2023-06-13T22,118,2,0,1,0,0,0,0,0,0,0,1,0,7,1,0,0,11,0,0,14,0,0,0,0,0,3,0,1,2,9,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,5,0,0,2,1,0,0,0,0,1,0,22,0,0,0,0,0,0
2023-06-13T23,135,4,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,6,0,0,9,0,0,0,0,0,1,0,1,1,8,0,0,2,0,0,0,0,0,0,1,0,6,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,2,1,0,0,0,0,2,0,44,0,0,0,0,0,0
2023-06-14T00,106,2,1,0,0,0,0,0,1,0,0,0,0,7,0,0,0,3,0,0,10,0,0,0,0,0,1,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,2,0,0,1,2,0,1,0,40,0,0,0,0,0,0
2023-06-14T01,76,2,0,1,0,0,0,0,0,0,0,1,0,4,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,3,0,0,0,0,0,1,0,28,0,0,0,0,0,0
2023-06-14T02,91,1,0,2,0,1,0,0,0,0,0,1,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,6,0,0,1,0,0,0,0,0,1,0,42,0,0,0,0,1,0
2023-06-14T03,78,1,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,4,1,0,5,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,0,0,2,0,36,0,0,0,0,0,0
2023-06-14T04,76,2,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,6,1,0,5,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,2,0,0,0,0,0,1,0,31,0,0,0,0,0,0
2023-06-14T05,72,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,6,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,2,0,0,1,0,0,2,0,23,0,0,0,1,0,0
2023-06-14T06,70,1,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,17,0,0,5,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,17,0,0,0,0,0,0
2023-06-14T07,85,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,11,0,0,7,0,0,0,0,0,1,0,0,4,3,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,1,6,0,0,1,0,0,0,0,0,1,0,18,0,0,0,2,0,0
2023-06-14T08,111,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,17,0,0,10,0,0,0,0,0,3,0,0,2,5,0,0,1,0,0,0,0,0,1,1,0,2,0,8,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,7,0,0,1,0,0,1,0,0,1,1,25,0,0,0,2,0,0
2023-06-14T09,126,0,0,0,0,0,0,1,0,1,0,0,0,5,2,0,0,26,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,1,0,1,0,0,0,3,0,0,4,0,3,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0,0,1,7,0,0,3,0,0,1,0,0,2,0,27,0,0,0,2,0,0
2023-06-14T10,97,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,8,0,0,0,0,0,2,0,0,1,4,0,0,1,0,0,1,0,0,1,1,0,5,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,8,0,0,2,0,0,1,4,0,1,0,19,0,0,0,0,0,0
2023-06-14T11,93,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,14,0,0,10,0,0,0,0,0,1,0,0,3,3,0,0,1,1,0,1,0,0,0,1,0,4,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,11,0,0,1,0,0,0,0,0,2,0,19,0,0,0,2,0,0
2023-06-14T12,106,1,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,17,0,0,9,0,1,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,10,0,0,9,0,0,0,4,0,3,0,20,0,0,0,1,0,0
2023-06-14T13,171,1,0,0,0,4,0,0,0,0,0,2,1,2,1,0,0,33,0,1,11,0,1,0,0,0,1,0,0,7,7,0,0,5,1,1,0,0,0,4,1,1,6,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,1,1,0,0,2,0,4,0,0,0,1,9,0,0,17,0,0,0,3,0,1,0,23,0,0,0,1,0,0
2023-06-14T14,145,3,0,0,0,4,1,0,0,0,0,1,0,3,0,0,0,14,1,1,15,0,0,0,0,0,1,0,0,7,6,0,0,2,0,0,0,0,0,2,1,0,8,0,5,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0,0,1,6,0,0,17,0,0,2,2,0,1,0,25,0,0,0,0,0,0
2023-06-14T15,140,1,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,15,0,1,23,0,0,0,0,0,2,0,1,4,6,0,0,3,1,0,2,0,0,2,0,0,9,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,5,0,0,0,3,6,0,0,12,0,0,2,4,0,1,0,20,0,0,0,0,0,0
2023-06-14T16,147,2,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,6,0,1,36,0,1,0,0,0,3,0,0,6,7,0,0,2,0,0,1,5,0,0,0,0,15,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,7,0,0,9,0,0,4,1,0,2,0,17,0,0,0,0,0,0
2023-06-14T17,162,1,0,1,1,0,3,0,1,0,0,1,0,4,0,0,1,6,0,0,36,0,0,0,0,0,7,0,0,5,7,0,0,1,0,1,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18,1,1,0,0,0,0,0,0,1,0,2,0,2,0,0,0,4,8,0,0,6,0,0,2,1,0,1,0,22,0,0,0,2,0,0
2023-06-14T18,168,1,0,1,0,0,1,0,2,0,0,0,0,5,0,0,1,7,1,1,45,0,0,0,0,0,2,0,0,9,15,0,0,1,0,2,0,0,0,1,0,0,13,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,7,0,0,3,0,0,0,1,0,0,0,19,0,0,0,1,0,0
2023-06-14T19,144,2,0,0,1,0,1,0,1,0,0,0,0,5,1,0,0,7,0,1,31,0,0,0,0,0,2,0,0,8,18,0,0,1,0,0,1,0,0,0,0,0,9,0,1,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,5,0,0,4,0,0,3,1,0,1,0,19,0,0,0,0,0,0
2023-06-14T20,136,2,0,0,1,0,1,0,1,0,0,2,0,3,1,0,0,5,0,0,23,0,0,0,0,0,2,0,0,8,19,0,0,3,1,0,0,0,0,0,0,0,18,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,5,0,0,4,0,0,1,0,0,2,0,13,0,0,0,0,0,0
2023-06-14T21,122,1,0,0,0,0,1,0,1,0,0,2,0,6,1,0,0,10,0,0,11,0,0,1,0,0,1,0,0,5,13,0,0,3,0,1,0,0,0,1,0,0,14,0,5,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,16,0,0,0,1,0,0
2023-06-14T22,100,5,0,1,0,0,1,0,0,0,0,4,0,7,0,0,1,4,0,0,7,0,0,0,0,0,2,0,1,3,8,0,0,1,0,0,0,0,1,0,0,0,6,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,6,1,0,1,0,0,0,1,0,1,0,20,0,0,0,0,0,0
2023-06-14T23,117,4,0,0,0,1,1,0,0,0,0,1,0,10,0,0,0,5,0,0,2,0,0,0,0,0,4,0,0,1,7,0,0,3,0,0,0,0,1,1,0,0,9,0,2,0,0,6,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,36,0,0,0,0,1,0
2023-06-15T00,102,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,3,0,0,4,0,0,0,0,0,0,0,0,4,5,0,0,1,1,0,0,0,0,1,0,0,3,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,40,0,0,1,0,0,0
2023-06-15T01,96,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,2,0,0,1,0,0,1,0,43,0,0,0,1,0,0
2023-06-15T02,78,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,30,0,0,0,0,0,0
2023-06-15T03,79,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,5,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,2,0,0,0,0,0,2,0,31,0,0,0,1,0,0
2023-06-15T04,71,1,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,2,0,0,0,1,0,0,0,20,0,0,0,0,0,0
2023-06-15T05,77,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,5,1,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,1,0,0,1,0,0,1,0,20,0,0,0,2,1,0
2023-06-15T06,95,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,19,0,0,7,0,0,1,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,5,0,0,1,0,0,1,0,0,1,0,23,0,0,0,2,0,0
2023-06-15T07,104,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,22,0,0,11,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,3,0,0,1,0,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,2,0,0,0,0,0,4,0,0,0,0,5,0,0,5,0,0,0,0,0,1,0,22,0,0,0,1,0,0
2023-06-15T08,110,10,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,16,0,0,8,0,0,0,0,0,0,0,0,4,2,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1,0,5,0,0,4,0,0,0,1,0,3,0,23,0,0,0,0,0,0
2023-06-15T09,117,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,22,1,0,7,0,0,0,0,0,1,0,0,5,7,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,1,0,0,0,0,0,3,0,0,0,1,8,0,0,6,0,0,1,3,0,2,0,24,0,0,0,2,1,0
2023-06-15T10,99,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,1,0,11,1,0,0,0,0,1,0,0,6,9,0,0,3,0,0,1,0,0,0,0,0,5,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,6,0,0,5,0,0,1,1,0,2,0,16,0,0,0,1,0,0
2023-06-15T11,87,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,3,4,0,0,18,0,0,0,0,0,0,0,0,5,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,3,0,0,1,1,0,2,0,12,0,0,0,0,0,0
2023-06-15T12,126,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,0,9,0,1,0,2,0,0,0,0,4,4,0,0,41,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,11,0,0,7,0,0,0,3,0,2,0,17,0,0,0,0,0,0
2023-06-15T13,103,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,12,1,0,0,1,0,0,0,0,5,3,0,0,22,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,6,0,0,9,0,0,0,4,0,3,0,12,0,0,0,0,0,0
2023-06-15T14,121,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,10,0,0,14,1,0,0,0,0,2,0,0,7,4,0,0,6,1,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,3,9,0,0,13,0,0,1,3,0,2,0,15,0,0,0,2,0,0
2023-06-15T15,112,1,0,0,2,0,1,0,0,0,0,2,0,2,0,0,0,6,0,0,11,0,0,0,1,0,0,0,0,11,8,0,0,4,0,0,0,0,0,1,0,0,10,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1,7,0,0,10,0,0,0,1,0,3,0,15,0,0,0,0,1,0
2023-06-15T16,130,1,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,11,0,0,20,0,0,0,0,0,1,0,0,6,6,0,0,3,0,0,0,0,0,0,0,0,13,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,9,0,0,12,0,0,0,1,0,2,0,21,0,0,0,0,0,0
2023-06-15T17,131,2,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,4,0,0,23,0,0,0,0,0,1,0,1,6,12,2,0,1,0,0,0,0,0,0,0,0,16,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,11,0,0,0,0,0,2,0,14,0,0,0,0,0,0
2023-06-15T18,167,2,1,0,0,0,0,0,2,0,0,2,0,3,1,0,1,7,0,1,36,0,0,0,0,0,3,0,0,12,19,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,13,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,1,6,0,0,9,0,0,1,1,0,2,0,19,0,1,0,0,0,0
2023-06-15T19,179,1,0,1,0,0,1,0,1,0,0,1,0,2,4,0,0,8,0,0,36,0,0,0,0,0,5,0,1,17,17,0,0,3,0,0,0,0,1,1,0,0,9,0,1,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,7,0,0,5,0,0,2,1,0,2,0,22,0,1,1,0,1,0
2023-06-15T20,191,3,0,1,0,0,1,0,0,0,0,1,0,4,2,0,1,8,0,0,31,0,0,0,0,0,3,0,0,13,15,0,0,1,0,0,0,0,1,0,0,0,15,0,4,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,14,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,6,0,0,9,0,0,1,0,1,2,0,43,0,0,0,0,0,0
2023-06-15T21,136,3,0,1,0,0,0,0,0,0,0,2,1,4,1,0,0,9,0,0,16,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,1,0,0,15,0,4,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,1,0,1,0,2,0,1,0,1,0,0,0,0,5,0,0,5,0,0,0,0,0,2,0,21,0,0,0,1,0,0
2023-06-15T22,113,1,0,1,0,0,0,0,0,0,0,2,1,4,0,0,0,18,0,0,12,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,0,6,0,0,2,0,0,1,0,0,3,0,24,0,0,0,0,0,0
2023-06-15T23,102,1,0,2,0,0,0,0,0,0,0,1,0,6,0,0,0,20,0,0,9,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,7,0,0,4,0,0,0,1,0,2,0,25,0,0,0,1,0,0
2023-06-16T00,100,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,16,0,0,7,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,0,1,0,0,2,0,31,0,0,0,0,0,0
2023-06-16T01,91,1,0,1,0,0,0,0,0,0,0,1,0,7,0,0,0,19,0,0,4,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,2,0,0,0,0,0,2,0,29,0,0,0,1,0,0
2023-06-16T02,126,3,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,20,1,1,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1,0,0
2023-06-16T03,122,1,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,1,2,0,2,0,56,0,0,0,0,0,0
2023-06-16T04,99,1,0,1,1,0,0,0,0,0,0,3,0,2,0,0,2,17,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,2,0,1,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,2,0,3,0,35,0,0,0,0,0,0
2023-06-16T05,90,2,0,1,0,0,0,0,0,0,0,1,0,3,0,0,2,10,0,0,4,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,1,0,0,2,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,2,0,2,0,30,0,0,0,1,0,0
2023-06-16T06,96,3,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,9,0,0,8,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,3,1,0,0,0,1,0,8,0,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,2,0,0,0,0,0,2,0,20,0,0,0,2,1,0
