bucket,total,--,AE,AL,AM,AO,AR,AT,AU,AZ,BA,BD,BE,BG,BH,BO,BR,BY,CA,CH,CL,CN,CO,CY,CZ,DE,DK,DO,DZ,EC,EG,ES,FI,FR,GB,GE,GH,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KE,KH,KR,KZ,LA,LB,LK,LT,LU,LV,LY,MA,MK,MM,MN,MO,MR,MU,MV,MW,MX,MY,MZ,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PS,PT,PY,QA,RO,RS,RU,RW,SC,SE,SG,SI,SK,TG,TH,TR,TT,TW,TZ,UA,US,UY,UZ,VE,VN,ZA,ZM,ZW
2023-04-25T09,79,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,14,1,0,0,0,0,1,0,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,6,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0
2023-04-25T10,83,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,9,0,0,1,10,2,0,0,0,0,1,0,6,3,0,0,0,1,0,0,0,0,0,0,2,0,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,7,0,0,0,1,0,0,1,0,0,13,0,0,0,0,0,0,0
2023-04-25T11,80,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,6,0,0,1,12,1,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,7,0,0,0,1,0,0,7,0,0,10,0,0,0,0,0,0,0
2023-04-25T12,98,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,0,0,11,0,0,1,11,1,1,0,0,0,3,0,3,7,0,0,0,1,0,0,1,1,0,0,1,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,5,0,0,0,3,0,0,5,0,0,16,0,0,0,0,0,0,0
2023-04-25T13,111,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,1,9,2,0,0,0,0,2,0,4,8,0,0,0,5,0,0,0,1,0,0,2,0,0,10,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,6,0,0,21,0,0,0,0,1,0,0
2023-04-25T14,138,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,4,0,0,1,17,1,0,0,0,0,2,0,1,8,0,0,0,9,0,0,0,0,6,0,3,0,0,9,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,3,6,0,0,0,8,2,0,6,0,0,18,0,0,0,1,1,0,0
2023-04-25T15,132,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,3,0,0,1,23,1,0,0,0,0,2,0,8,9,0,0,0,5,0,0,0,0,0,1,3,0,0,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,5,0,0,0,5,0,0,4,0,0,21,0,0,0,1,0,0,0
2023-04-25T16,146,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,1,31,1,0,0,0,0,7,1,14,5,0,0,0,4,0,0,1,1,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,6,5,0,0,0,5,2,0,1,0,0,22,0,0,0,0,0,0,0
2023-04-25T17,160,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,5,0,0,1,0,0,1,48,0,0,0,0,0,7,1,11,6,0,0,0,2,0,0,1,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,3,7,0,0,0,2,2,0,0,0,1,20,0,0,0,0,0,0,0
2023-04-25T18,179,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,3,0,1,2,0,0,1,62,0,0,0,0,0,3,1,9,8,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,1,0,4,1,2,1,0,1,0,2,0,0,3,5,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,0,0
2023-04-25T19,182,2,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,4,2,1,2,1,0,1,44,0,0,0,0,0,2,0,14,14,0,0,0,2,0,0,1,0,1,0,0,0,0,14,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,1,0,0,0,0,1,0,3,1,0,0,0,2,0,0,0,0,3,7,0,0,0,6,3,0,4,0,1,20,0,0,0,0,0,0,0
2023-04-25T20,166,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,5,2,0,6,0,0,1,32,0,0,0,0,0,2,0,10,14,0,0,0,2,0,0,1,1,3,0,2,0,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,3,6,0,0,0,0,2,0,1,0,2,22,0,0,0,1,0,0,0
2023-04-25T21,122,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,1,0,6,0,0,2,19,0,0,0,0,0,3,0,6,9,0,0,0,0,0,0,1,1,0,0,1,0,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0
2023-04-25T22,117,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,4,0,0,1,13,0,0,0,0,0,3,0,3,11,0,0,0,1,0,0,1,0,0,1,1,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0
2023-04-25T23,127,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13,0,0,4,0,0,1,10,0,0,0,0,0,2,0,3,5,0,0,0,0,0,0,0,1,0,1,1,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,2,6,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0
2023-04-26T00,94,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,13,0,0,6,0,0,1,5,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
2023-04-26T01,85,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,9,0,0,5,0,0,1,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
2023-04-26T02,95,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0,1,7,0,0,2,5,0,0,0,0,0,1,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,3,0,0,32,0,0,0,1,0,0,0
2023-04-26T03,94,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,13,1,1,3,0,0,1,4,0,0,0,0,0,1,0,3,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,8,0,1,0,2,0,0,1,0,0,33,0,0,0,1,0,0,0
2023-04-26T04,79,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,11,0,0,1,6,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,5,0,0,0,1,0,0,2,0,0,21,0,0,0,0,0,0,0
2023-04-26T05,70,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,12,0,0,1,4,0,0,0,0,0,1,0,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,0,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0
2023-04-26T06,69,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,14,0,0,1,3,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,1,0,1,0,1,21,0,0,0,0,0,0,0
2023-04-26T07,71,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,14,0,0,1,7,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,1,0,0,5,0,0,15,0,0,0,0,0,0,0
2023-04-26T08,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,1,5,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,7,0,0,0,2,0,0,2,0,0,15,0,0,0,0,0,0,0
2023-04-26T09,80,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,16,0,0,1,7,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,5,0,0,0,4,0,0,1,0,0,18,0,0,0,0,0,0,0
2023-04-26T10,88,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,11,0,0,0,0,0,1,0,4,4,0,0,0,2,0,0,1,0,0,0,1,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,6,0,0,0,1,0,0,1,0,0,20,0,0,0,1,0,0,0
2023-04-26T11,92,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,6,1,0,1,9,0,0,0,0,0,1,0,4,3,1,0,0,4,0,0,0,0,0,0,2,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,3,7,0,0,0,4,0,0,1,0,0,17,0,0,0,1,0,0,0
2023-04-26T12,130,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,0,0,3,1,0,1,9,0,1,0,0,0,2,0,7,7,0,0,0,35,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,2,12,0,0,0,10,0,0,5,0,0,9,0,0,0,0,0,0,0
2023-04-26T13,105,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,3,0,0,1,15,0,0,0,0,0,1,0,5,2,0,0,0,13,0,0,1,0,0,0,1,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,14,0,0,2,0,1,12,0,0,0,0,0,0,0
2023-04-26T14,119,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,16,0,0,0,0,0,3,0,7,7,0,0,0,13,0,1,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,15,0,0,4,0,0,14,0,0,0,0,0,0,0
2023-04-26T15,147,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2,1,0,6,0,1,1,26,0,0,0,0,0,4,0,9,8,0,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,6,6,0,0,0,16,1,0,3,0,1,16,0,0,0,1,0,0,0
2023-04-26T16,177,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,3,2,0,19,0,0,1,41,0,0,0,0,0,2,0,13,12,0,0,0,5,0,0,0,1,0,0,1,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,5,6,0,0,0,13,1,0,1,0,0,15,0,0,0,1,0,0,0
2023-04-26T17,194,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,3,0,17,0,0,0,43,0,0,0,0,0,1,0,11,10,0,0,0,3,0,0,0,0,0,0,1,0,0,18,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0,1,0,0,0,0,1,0,3,0,0,9,5,0,0,0,10,1,0,0,0,0,19,0,0,0,1,0,0,0
2023-04-26T18,222,3,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,0,8,1,0,19,0,0,0,51,1,0,0,0,0,3,0,9,21,0,0,0,4,0,0,0,0,0,0,1,0,1,17,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,7,5,0,0,0,9,1,0,1,0,1,23,0,0,0,1,0,0,0
2023-04-26T19,199,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,9,4,0,19,0,0,0,48,1,0,0,0,0,4,0,16,12,0,0,0,1,0,0,1,0,0,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,5,0,0,0,9,0,0,1,0,0,18,0,0,0,1,0,0,0
2023-04-26T20,187,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,4,2,0,18,0,0,1,36,2,0,0,0,0,2,0,16,14,0,0,0,2,0,0,1,1,0,0,1,0,0,15,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,5,0,0,0,8,0,0,0,0,0,26,0,0,0,0,0,0,0
2023-04-26T21,150,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,4,1,0,15,0,0,1,22,1,0,0,0,0,2,1,8,18,0,0,0,1,0,0,0,0,0,0,1,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,5,0,1,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0
2023-04-26T22,137,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,1,3,11,0,0,1,13,0,0,0,0,0,2,0,3,11,0,0,0,1,0,0,1,0,0,0,1,0,0,9,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,6,0,0,0,1,0,0,3,0,0,30,0,0,0,0,0,0,0
2023-04-26T23,136,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,14,0,1,9,0,0,1,10,0,0,0,0,0,2,0,4,11,0,0,1,3,0,0,1,0,0,0,1,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,6,0,0,0,1,0,0,2,0,0,42,0,0,0,0,0,0,0
2023-04-27T00,128,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,21,0,1,5,0,0,1,8,0,0,0,0,0,1,0,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,5,0,0,0,2,0,0,2,0,0,48,0,0,0,0,0,0,0
2023-04-27T01,108,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16,0,0,7,1,0,1,6,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,0,0,0,2,1,0,2,0,0,42,0,0,0,0,0,0,0
2023-04-27T02,86,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,1,0,6,1,0,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,0,0,0,0,0,1,0,1,32,0,0,0,1,0,0,0
2023-04-27T03,81,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6,0,0,7,0,0,1,4,0,0,0,0,0,1,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,6,0,1,0,3,0,0,0,0,0,26,0,0,0,1,0,0,0
2023-04-27T04,86,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,9,0,0,1,5,0,0,0,0,0,1,0,2,4,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,6,0,0,0,1,0,1,0,0,0,30,0,0,0,1,0,0,0
2023-04-27T05,73,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,10,0,0,1,4,0,0,0,0,0,1,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,5,0,0,0,1,1,0,0,0,0,24,0,0,0,0,0,0,0
2023-04-27T06,77,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1,0,7,0,0,1,8,0,1,0,0,0,1,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,2,0,0,1,0,0,21,0,0,0,0,0,0,0
2023-04-27T07,98,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,8,0,0,1,14,0,0,0,0,0,2,0,4,2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,5,0,0,0,3,0,0,0,0,0,26,0,0,0,1,0,0,0
2023-04-27T08,93,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,5,0,0,1,20,0,0,0,0,0,2,0,6,2,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,5,0,0,0,5,0,0,1,0,0,18,0,0,0,1,0,0,0
2023-04-27T09,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,1,6,0,0,1,15,0,0,1,0,0,1,0,3,6,0,0,0,1,0,0,0,0,0,0,3,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,7,0,0,0,4,0,0,1,0,0,23,0,0,0,1,0,0,0
2023-04-27T10,90,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,15,0,0,1,12,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,6,0,0,0,3,0,0,3,0,0,18,0,0,0,0,0,0,0
2023-04-27T11,83,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,11,0,0,0,0,0,1,0,3,3,0,0,0,8,0,0,1,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0,3,1,0,5,0,0,13,0,0,0,0,0,0,0
2023-04-27T12,103,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,9,0,0,1,11,0,1,0,0,0,1,0,3,2,0,0,0,13,0,0,1,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,7,2,0,3,0,0,16,0,0,0,1,0,0,0
2023-04-27T13,117,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,5,0,0,1,12,1,0,0,0,0,0,1,5,4,0,0,0,21,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,11,1,0,9,0,1,14,0,0,0,0,0,0,0
2023-04-27T14,124,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,3,0,12,0,0,1,14,1,0,0,0,0,1,1,5,5,0,0,0,5,0,0,0,0,0,0,1,5,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,15,2,0,5,0,0,13,0,0,0,0,0,0,0
2023-04-27T15,142,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,0,5,0,0,1,31,1,0,0,0,0,1,0,12,5,0,0,0,4,0,0,0,0,0,0,0,2,0,9,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,6,6,0,0,0,13,3,0,4,0,1,17,0,0,0,0,0,0,0
2023-04-27T16,159,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,1,0,6,0,0,1,30,2,0,0,0,0,3,0,14,5,0,0,0,4,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,5,5,0,0,0,16,1,0,2,0,0,19,0,0,0,0,0,0,0
2023-04-27T17,179,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,3,0,3,0,0,2,38,1,0,0,0,0,2,0,13,8,0,0,0,1,0,0,0,0,0,0,2,0,0,14,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,6,5,0,0,0,6,2,0,0,0,1,30,0,0,0,1,0,0,0
2023-04-27T18,214,2,2,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,5,3,0,4,1,0,1,50,1,0,1,0,0,1,0,12,29,0,0,0,1,0,0,0,0,0,1,4,0,0,11,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,2,0,1,0,0,2,0,1,0,0,6,8,0,0,0,15,2,0,0,0,0,23,0,0,0,1,0,0,0
2023-04-27T19,209,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,1,3,0,0,2,46,1,0,1,0,1,2,0,16,20,0,0,0,2,0,0,2,0,0,2,4,0,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,1,0,0,1,1,3,0,0,0,1,1,0,0,0,0,6,8,0,0,0,2,2,0,1,0,1,22,0,0,0,0,0,0,0
