bucket,total,--,AE,AF,AM,AR,AT,AU,AZ,BA,BD,BE,BF,BG,BO,BR,BW,BY,CA,CH,CI,CL,CN,CO,CR,CV,CZ,DE,DK,DO,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GL,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KE,KG,KH,KR,KZ,LA,LB,LK,LT,LU,LV,MA,MD,ME,MG,MK,MM,MN,MO,MU,MW,MX,MY,NA,NG,NI,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PT,PY,QA,RO,RS,RU,RW,SA,SC,SD,SE,SG,SK,SY,TG,TH,TM,TN,TR,TW,TZ,UA,UG,US,UY,UZ,VE,VI,VN,ZA,ZM,ZW
2023-07-22T08,82,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,5,0,0,0,0,9,0,0,0,0,0,2,0,0,5,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
2023-07-22T09,89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0,0,0,0,10,0,0,0,0,0,5,0,0,5,3,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,0,0,2,0,1,0,0,0,1,0,2,0,0,0,0,1,5,0,0,0,2,0,0,2,2,0,0,0,15,0,0,0,0,0,0,0,0
2023-07-22T10,105,4,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,16,1,0,0,0,11,0,0,0,0,0,1,0,1,4,3,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,4,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,3,0,0,0,0,0,5,0,0,0,5,0,0,1,4,0,0,0,18,0,0,0,0,1,0,0,0
2023-07-22T11,89,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,15,1,0,0,0,7,0,0,0,0,0,1,0,0,7,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2,1,2,1,0,0,1,0,2,0,0,0,0,0,6,0,0,0,6,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0
2023-07-22T12,111,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,22,0,0,0,0,6,0,0,0,0,0,4,0,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,8,0,0,1,1,0,0,0,19,0,0,0,0,2,0,0,0
2023-07-22T13,104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,13,0,0,0,0,10,1,0,0,0,0,2,1,0,8,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,2,0,1,0,0,0,1,0,2,0,0,0,0,1,6,0,0,0,7,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0
2023-07-22T14,142,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,16,0,0,0,1,7,0,0,0,1,0,1,0,1,9,6,0,0,0,0,0,12,0,0,0,0,0,0,1,0,1,9,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,10,0,0,0,0,0,2,0,1,1,0,0,1,0,2,0,0,0,0,0,6,0,0,0,11,0,0,1,4,0,1,0,20,0,0,0,0,1,1,0,0
2023-07-22T15,157,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,2,0,0,17,1,0,0,1,13,0,0,0,1,0,3,0,0,11,7,0,0,0,0,0,10,0,0,1,0,0,0,0,0,1,7,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,4,2,0,1,0,0,1,0,0,0,0,0,6,0,0,0,15,0,0,1,7,0,0,0,23,0,0,0,0,1,0,0,1
2023-07-22T16,150,4,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,5,2,0,0,12,0,0,0,0,15,0,0,0,0,0,2,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,9,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,4,1,0,1,0,0,2,0,0,0,0,0,7,0,0,0,15,0,0,1,9,0,1,0,22,0,0,0,0,0,0,0,0
2023-07-22T17,140,2,0,0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,4,1,0,1,5,0,0,0,0,13,0,0,0,0,0,4,0,0,7,7,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,0,0,3,0,0,2,0,4,1,0,0,1,0,2,0,0,0,0,0,6,0,0,0,14,0,0,1,2,0,0,0,23,0,0,0,0,0,0,0,0
2023-07-22T18,140,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,5,1,0,1,4,0,0,0,0,22,0,0,0,0,0,2,0,1,5,9,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,6,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,1,4,1,0,0,2,0,4,0,0,0,0,0,5,0,0,0,14,0,0,0,1,0,1,0,23,1,0,0,0,0,1,0,0
2023-07-22T19,132,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,5,2,0,1,2,0,0,0,0,23,0,0,0,0,0,3,0,0,4,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,1,0,0,1,0,5,0,0,0,1,0,3,0,0,0,0,1,6,0,0,0,9,0,0,0,0,0,2,0,25,0,0,0,0,0,0,0,0
2023-07-22T20,148,3,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,4,2,0,2,2,1,0,0,1,23,0,0,0,0,0,4,0,0,9,13,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,5,0,0,0,0,0,2,0,29,0,0,0,0,1,1,0,0
2023-07-22T21,140,2,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,5,1,0,1,1,0,0,0,0,19,0,0,0,0,0,5,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,1,0,0,0,0,4,0,0,0,0,2,7,0,0,0,9,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
2023-07-22T22,121,2,1,0,0,1,0,1,0,0,0,1,0,0,0,3,0,0,6,1,0,0,13,0,0,0,0,13,0,0,0,0,0,3,0,1,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,2,0,0,0,0,5,0,0,0,0,1,5,0,0,0,4,0,0,0,2,0,1,0,18,0,0,0,0,1,0,0,0
2023-07-22T23,104,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,7,0,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,3,0,0,0,1,0,0,0,29,0,0,0,0,1,0,0,0
